Player,Team,Year,Pos,Archetype,DBPM,mean,Total Minutes,BPM,RAPM
ADRIAN WILLIAMS-STRONG,SAC,2007,PowerF,Roller/Cutter,-1.9386315509906369,-2.656769373043808,584.8,-7.266255117486398,-11.48303579842521
ANN STROTHER,IND,2007,SG,Spot-up Shooter,-1.9388340511045103,4.790665385906832,69.6,-6.67837510721988,6.483506071056873
ALEXIS JONES,MIN,2017,G,Primary On-Ball Creator,-1.9398425219345994,5.7646361963241874,211.7,-8.6060593915509,-8.623794783190199
RIQUNA WILLIAMS,LAS,2020,G,Spot-up Shooter,-1.9403767329084127,-1.363647393532682,443.1,-2.2234897133035956,-2.3137267323540467
CHELSEA GRAY,LAS,2020,G,Primary On-Ball Creator,-1.9408450621241933,2.327324810171715,673.2,-2.601281930259399,5.4959775327583476
MORIAH JEFFERSON,PHO,2023,G,Primary On-Ball Creator,-1.941254965615224,-1.989568155025733,971.1,-3.417150476073208,-6.55093977838465
MATEE AJAVON,WAS,2011,G,Primary On-Ball Creator,-1.9423138128804016,0.0708504119018716,1064.2,-6.655383939331048,-2.998787556591446
MONIQUE CURRIE,PHO,2017,F,Primary On-Ball Creator,-1.942894466919819,-5.159067123904104,784.8000000000001,-1.3082961332345742,-10.794702847852822
MICHELLE SNOW,LAS,2015,C,Interior Primary Option,-1.9434513917160392,-24.725783548547653,26.2,-20.72851068774601,-38.84091223515574
JENNIFER GILLOM,PHO,1999,PowerF,Perimeter-Oriented Big/Wing,-1.9439361295509845,0.5674210285862373,1091.2,-10.028164587715017,-2.4722325608781843
SHANNA ZOLMAN,SAN,2007,G,Spot-up Shooter,-1.9451593830682743,3.7554570083742127,547.4000000000001,-4.800621904290823,-0.7957560765577205
CHARDE HOUSTON,MIN,2011,F,Secondary Creator/Distributor,-1.945933547477704,4.886516527303828,210.6,-8.06893725575708,-6.914065288487821
JASMINE LISTER,LAS,2015,G,Spot-up Shooter,-1.9462827909972935,-2.7768465245251233,64.39999999999999,-6.0478625373967745,-4.577338229116972
PARIS KEA,NYL,2020,G,Primary On-Ball Creator,-1.9466109370554725,-1.6362030321482857,165.0,-6.689797351803188,-14.779049847963037
ELIZABETH WILLIAMS,ATL,2019,PowerF,Interior Primary Option,-1.9505869369534745,0.6744229423588621,908.8,-5.0457580953491075,-3.6269134640116985
BRIA HARTLEY,NYL,2019,G,Primary On-Ball Creator,-1.9507377763826055,-4.178742032009689,544.8,-5.004496120162125,-8.867548766121285
ALISSA PILI,MIN,2024,F,Secondary Creator/Distributor,-1.951655008179428,-1.9619013848975797,138.6,-6.820435731447374,-15.862915745216135
K.B. SHARP,IND,2007,G,Secondary Creator/Distributor,-1.9517717790470832,9.607424262584551,455.6,-5.131437021785128,8.963010366282306
BRIANN JANUARY,IND,2013,G,Primary On-Ball Creator,-1.9520947890791625,2.810520169596366,947.2,-7.30754328124364,0.3811923112075446
FARHIYA ABDI,LAS,2013,F,Roller/Cutter,-1.952521208113369,7.784300944174972,122.4,-8.280238745643928,0.3266719560556206
BERNICE MOSBY,WAS,2008,F,Roller/Cutter,-1.9526313344093342,3.4763250000078205,182.4,-10.607652541932486,-0.17257234855445214
CHELSEA GRAY,LAS,2017,G,Primary On-Ball Creator,-1.9529665553351228,2.5051742276329745,1132.1999999999998,0.7992203924051604,7.0438005703596644
SHENISE JOHNSON,IND,2019,G,Secondary Creator/Distributor,-1.9534065983195352,6.905196031643718,219.3,-6.790055402452136,3.083418906713586
SUMMER ERB,CHA,2000,C,Roller/Cutter,-1.9551161265471662,8.825999175943936,275.5,-4.730564709312414,8.266322866621012
CASS BAUER-BILODEAU,WAS,2001,C,Interior Primary Option,-1.9559769898062613,-6.840098251757366,102.0,-6.1209724210516505,-14.791129061660344
ARIKE OGUNBOWALE,DAL,2024,G,Primary On-Ball Creator,-1.9564487398588892,-2.573906636394218,1466.8,-2.2265246871920237,-1.5040749177112713
SABRINA IONESCU,NYL,2023,G,Primary On-Ball Creator,-1.9568272970487668,-0.2247658170253932,1134.0,1.4360967867753545,4.607080258740297
BLAKE DIETRICK,ATL,2020,G,Spot-up Shooter,-1.957894690690967,0.6433798245603931,464.2000000000001,-4.005844796685823,-4.738217982985621
TAJ MCWILLIAMS-FRANKLIN,DET,2009,PowerF,Roller/Cutter,-1.9586295936863514,1.4379310213539318,1033.6,-3.705916990137864,2.3999155646446164
TRICIA LISTON,MIN,2014,F,Spot-up Shooter,-1.9590291603848982,-9.818710250391373,180.0,-3.6592433482730824,-19.788375119193148
NATASHA CLOUD,WAS,2023,G,Primary On-Ball Creator,-1.9599382554646145,1.989230942404855,1198.8,-2.6290404844065045,2.043315572947915
CHAMIQUE HOLDSCLAW,WAS,2000,F,Perimeter-Oriented Big/Wing,-1.9617914419923859,0.2531030727130773,1132.8,-4.12873539443863,3.356197785846066
LINDSAY WHALEN,MIN,2011,G,Perimeter-Oriented Big/Wing,-1.9656327833839224,0.3556706450154906,955.4,1.5263569687637086,3.6903584868880857
RHONDA MAPP,LAS,2001,C,Roller/Cutter,-1.9707819075738227,-8.286771197655215,396.0,-9.629428488549262,-10.919428350314542
ODYSSEY SIMS,ATL,2021,G,Secondary Creator/Distributor,-1.9720946926623713,-4.010556907752932,753.0,-6.037583959367878,-9.561143895872217
ASJHA JONES,CON,2007,F,Perimeter-Oriented Big/Wing,-1.9724212240580958,1.0419344298073523,918.0,-5.026298903690572,1.8679968135364058
BRIANN JANUARY,CON,2021,G,Secondary Creator/Distributor,-1.9754146817083353,1.3864920595411745,875.8,-4.64051222621498,6.167226468547286
ALEX BENTLEY,CON,2017,G,Secondary Creator/Distributor,-1.9758226618560502,0.9172811241674133,734.6999999999999,-5.166382830297583,1.6608011168995773
SANDRINE GRUDA,CON,2010,PowerF,Interior Primary Option,-1.976869048899654,-3.6658583495584343,635.6,-3.9200805846619726,-2.9013804439931583
CANDICE DUPREE,ATL,2021,F,Roller/Cutter,-1.9786634388005693,0.0842656952123871,462.8,-9.92279917668817,-5.662876207397296
JANETH ARCAIN,HOU,2001,G,Perimeter-Oriented Big/Wing,-1.9811539560327538,-2.548753920576144,1152.0,-8.199755274009568,-1.4145699314226474
AERIAL POWERS,DAL,2017,G,Primary On-Ball Creator,-1.9822046668452815,-4.757233969982436,243.6,-4.62958986068457,-1.7014279728931077
CRYSTAL DANGERFIELD,LAS,2024,G,Secondary Creator/Distributor,-1.9827332435937925,0.66572926975008,438.9,-7.172357412551338,-11.820676392518
JEWELL LOYD,SEA,2020,G,Primary On-Ball Creator,-1.9836163883000997,3.617885293265186,611.6,-0.6012651330556067,4.691663944900537
LINDSAY WHALEN,MIN,2014,G,Perimeter-Oriented Big/Wing,-1.9844069199672592,1.3863774984901225,1040.4,0.8501716804637591,6.048088027866429
MARINA MABREY,DAL,2021,G,Primary On-Ball Creator,-1.9868447680347106,-1.835752985572798,774.4,-3.5962902661308855,-0.08036376833976266
CINDY BLODGETT,SAC,2000,G,Spot-up Shooter,-1.987527430719223,4.284205364356289,134.0,-11.1377126053608,-1.9489827951769572
LAURA SUMMERTON,CON,2006,C,Secondary Creator/Distributor,-1.9892332794966863,3.1362725372200444,363.0,-7.240844570877423,-5.346194078524745
AMBER JACOBS,MIN,2007,G,Spot-up Shooter,-1.9899190402635218,-0.4323665020069684,327.70000000000005,-11.354893550939106,-13.007885478274446
SUE BIRD,SEA,2017,G,Spot-up Shooter,-1.9900634349083877,-3.6298841725313298,900.0,0.07616881193193059,-1.3191500375029226
COURTNEY CLEMENTS,ATL,2013,G,Spot-up Shooter,-1.9905368747012,-8.541996800954456,244.4,-10.866782839396222,-16.811587018838615
KATIE CRONIN,CHI,2006,SG,Secondary Creator/Distributor,-1.9906023183222807,-2.902214309661731,133.1,-10.990575342611223,-19.121302761700395
TE'A COOPER,LAS,2021,G,Primary On-Ball Creator,-1.9922881030251338,5.682964366590117,682.0,-8.285136038420456,-3.528424102648925
SHALONDA ENIS,CHA,2001,PowerF,Secondary Creator/Distributor,-1.9925570100320424,0.1491282841331976,624.0,-7.166701124267906,-0.27937557920131406
ANDREA STINSON,CHA,1999,G,Primary On-Ball Creator,-1.9930245989940685,-2.341731135348966,1043.2,-12.386812599634094,-13.543843841363223
TAN WHITE,IND,2005,G,Primary On-Ball Creator,-1.9932935695305085,0.2633880965757282,690.2,-10.344415550664692,-8.177147788758925
MORIAH JEFFERSON,SAN,2016,G,Primary On-Ball Creator,-1.9939314563145956,-3.389012319990772,1033.6,-2.9374570534551774,-1.3253071225823687
MATEE AJAVON,WAS,2013,G,Primary On-Ball Creator,-1.9954898872371198,-1.5776540366617198,771.8,-6.541635760426059,-2.960990759347829
SIMONE EDWARDS,SEA,2000,C,Interior Primary Option,-1.995628867750519,2.0162826038504353,643.8,-1.814191956356495,2.2029665391116118
STEFANIE DOLSON,CHI,2017,C,Perimeter-Oriented Big/Wing,-1.9961237132065048,-0.3671946534853074,966.9,-3.190480119608514,0.9759156260030086
KRISTI TOLIVER,LAS,2014,G,Primary On-Ball Creator,-1.9967573762194626,1.7780953232239225,769.5,-1.5514891486704268,2.3470922696876286
ILONA KORSTINE,PHO,2001,G,Secondary Creator/Distributor,-1.998345955496616,5.952874514540772,74.4,-9.337796697806203,1.362821959346654
RENEE MONTGOMERY,MIN,2016,G,Primary On-Ball Creator,-1.9987385958495447,11.05443790795059,656.2,-5.210950261713828,8.801401513830386
KRISTI TOLIVER,LAS,2013,G,Primary On-Ball Creator,-1.9995978482196906,0.0906302382614298,1020.0,-2.3980882132305092,3.788645158889521
LAYSHIA CLARENDON,ATL,2017,G,Primary On-Ball Creator,-2.00093532222542,2.950511985188161,1020.0,-3.9941036744306597,2.3625470571006524
PLENETTE PIERSON,NYL,2013,F,Interior Primary Option,-2.0055090336935097,-3.2593177367065422,883.2,-5.516246536227236,-10.542079126718301
ERICA WHEELER,LAS,2021,G,Primary On-Ball Creator,-2.006937956553051,-0.5258445101975684,966.4,-3.8963091871313003,-6.687298914099337
CIERRA BURDICK,LVA,2020,F,Roller/Cutter,-2.0079824866238476,-8.751542825591763,28.6,-11.898387587608491,-37.80879592293519
KELSEY BONE,PHO,2016,C,Interior Primary Option,-2.009568649007452,-4.027510020845318,527.0,-11.252367512324758,-19.671752231357306
BETNIJAH LANEY-HAMILTON,NYL,2021,SG,Primary On-Ball Creator,-2.0129490857281755,-3.8314844963157193,1078.4,-2.5086959248406857,-7.369753605528128
MANDISA STEVENSON,PHO,2006,PowerF,Spot-up Shooter,-2.0130257937364853,-31.65663284610073,18.2,-12.330341523265169,-65.27017309012149
SUE BIRD,SEA,2007,G,Spot-up Shooter,-2.0209666645835593,-1.6103150200226668,919.3,-2.9590108296492996,3.574701648269124
JEWELL LOYD,SEA,2019,G,Primary On-Ball Creator,-2.0211355261507156,5.607977038318246,685.8,-5.215546255088626,6.905725819834219
SANDRINE GRUDA,CON,2009,PowerF,Perimeter-Oriented Big/Wing,-2.0217319427928055,-0.7518480239573667,811.1999999999999,-4.597047103937966,0.3735380507798597
JASMINE THOMAS,WAS,2012,G,Primary On-Ball Creator,-2.0233623832903005,-1.484877435038606,761.5999999999999,-7.1443299272659155,-5.245495242055082
THERESA PLAISANCE,CON,2019,F,Secondary Creator/Distributor,-2.025921947621101,3.025538470543142,443.3,-4.422389304404399,-8.076133145554843
LAURE SAVASTA,SAC,1997,G,Spot-up Shooter,-2.0264880050805205,-0.8558835029702512,155.4,,
EDNA CAMPBELL,PHO,1999,G,Primary On-Ball Creator,-2.029273245671796,-0.7644562562848026,750.4,-6.675378334993734,-1.7597000119037411
TRACY REID,CHA,2000,F,Interior Primary Option,-2.0300810953050066,2.0298125170461683,620.5999999999999,-5.250020046043281,1.3921663033133664
EDNA CAMPBELL,SAC,2004,G,Spot-up Shooter,-2.033959154172802,8.059279317911146,330.0,-4.761172963966629,7.250885459206007
KRISTI TOLIVER,CHI,2009,G,Spot-up Shooter,-2.0341159546949577,-4.906788696648522,386.1,-4.400643195825927,-0.07688834820605717
KAHLEAH COPPER,CHI,2019,SG,Secondary Creator/Distributor,-2.0358157255236535,1.401290364342056,503.2000000000001,-7.480057010788967,-6.549278487154098
MWADI MABIKA,LAS,2005,G,Spot-up Shooter,-2.0358882614268863,-1.520474682016734,368.9,-7.540782008392128,-7.72812933065454
VICTORIA VIVIANS,IND,2021,SG,Spot-up Shooter,-2.036432831690779,-1.3730062819399993,660.3000000000001,-7.464435428402321,-8.054872091850774
ERIN ALEXANDER,UTA,1998,G,Spot-up Shooter,-2.03672937887783,-7.773972599057058,138.0,,
EVA NEMCOVA,CLE,1999,F,Primary On-Ball Creator,-2.037618357926125,0.2141649934877311,888.0,-8.15026425954785,-2.7739151549470025
NICOLE POWELL,SAC,2008,F,Primary On-Ball Creator,-2.0387003394914425,-0.4020497953941421,945.2,-4.386221550152721,0.11176641732415249
TINA THOMPSON,HOU,1997,F,Primary On-Ball Creator,-2.039325630869706,1.8269967289220967,887.6,,
DEARICA HAMBY,SAN,2015,F,Interior Primary Option,-2.0404013161356636,-4.814117197317613,539.4,-8.529723456849258,-8.54959674942861
KARLIE SAMUELSON,SEA,2021,G,Spot-up Shooter,-2.041816177180757,5.525084659965048,205.8,-10.897952598504236,-3.6426849127236345
KIM SMITH,SAC,2006,F,Spot-up Shooter,-2.042656341461547,5.473965748841935,313.09999999999997,-9.010605385128208,4.6916472756702206
SHANNA ZOLMAN,TUL,2010,G,Spot-up Shooter,-2.0456648353042057,-7.569746091384933,639.0,-5.034754467862628,-10.832683686745012
TEMEKA JOHNSON,TUL,2012,G,Primary On-Ball Creator,-2.045722760881757,-0.6839984764544214,832.3,-3.8859982709288436,-4.0758346791938465
MARIE FERDINAND-HARRIS,PHO,2011,G,Secondary Creator/Distributor,-2.0463616567404364,-2.6676239270372757,591.5999999999999,-9.530175392669273,-6.213121287856952
AMBER HOLT,TUL,2012,F,Spot-up Shooter,-2.046978521039888,-1.1053842980129711,456.0,-5.2605235582775585,-1.196823319609901
TAMIKA WHITMORE,NYL,2001,F,Interior Primary Option,-2.0473947825959757,-1.11423394801589,752.0,-1.6501243221720139,1.5893510891149305
KELLY MILLER,NYL,2012,G,Spot-up Shooter,-2.0474531400071774,-8.200984278057396,82.5,-17.31205061359246,-35.95814119555119
OLYMPIA SCOTT,IND,2006,C,Roller/Cutter,-2.0476682572635254,-6.300897134772276,155.4,-10.384275992936596,-20.778849614291723
RESHANDA GRAY,NYL,2021,F,Interior Primary Option,-2.0484819197969757,-7.261494558847119,210.0,-5.977576185701709,-3.221094735803268
TAMIKA WHITMORE,CON,2009,F,Secondary Creator/Distributor,-2.0526407816325967,7.552566038208923,376.7999999999999,-9.346974910002173,-6.062274188868965
ALEX MONTGOMERY,SAN,2017,SG,Spot-up Shooter,-2.0533837626043123,-1.0346566328507505,799.0,-7.179034309115872,-8.798708867523292
EMMA CANNON,PHO,2017,F,Roller/Cutter,-2.054307309410829,-1.024363395589363,438.6,-8.373977426679694,-8.593964834031139
SUE BIRD,SEA,2003,G,Primary On-Ball Creator,-2.0561364947489618,0.6415549352403099,1135.6,-7.948435640316211,-1.4970653899515276
SHERI SAM,MIA,2000,SG,Primary On-Ball Creator,-2.056485833528511,2.159605411768457,902.1,-8.74495263114262,-4.93550797585651
KAYLA MCBRIDE,SAN,2017,G,Primary On-Ball Creator,-2.0592501871692774,-0.4251985231791629,996.0,-3.629190269377862,-2.1747004636024405
CHASTITY REED,TUL,2011,F,Roller/Cutter,-2.059548483445266,-1.4299020448820077,144.1,-12.601918346163766,-13.407269443095723
GORDANA GRUBIN,LAS,1999,G,Primary On-Ball Creator,-2.060311814070846,2.0903198795027067,710.4,-13.041417196184241,-5.994080567329457
RENEE MONTGOMERY,MIN,2015,G,Primary On-Ball Creator,-2.0624535726521263,-2.7255312183368146,644.4,-5.067794534720203,-11.796965915724979
TINA THOMPSON,HOU,2002,F,Perimeter-Oriented Big/Wing,-2.063033008047824,-0.0988152457842334,1049.8000000000002,-9.417634994131701,-1.767569443415491
YVONNE TURNER,PHO,2022,G,Secondary Creator/Distributor,-2.0674638710376816,0.1619215839854863,138.6,-1.465254939665222,-11.639991997307702
E.C. HILL,CHA,2000,G,Spot-up Shooter,-2.074111158951146,-9.903930025257011,213.2,-2.044880021333702,-6.567556660584047
TANGELA SMITH,CHA,2006,C,Perimeter-Oriented Big/Wing,-2.0809451684939133,0.5929198854974433,972.4,-5.966777777111684,-0.5097915066176189
SOPHIA WITHERSPOON,NYL,1998,G,Primary On-Ball Creator,-2.08095858349456,3.8734962164420272,900.0,,
KRISTI TOLIVER,WAS,2019,G,Primary On-Ball Creator,-2.084844936156098,-0.9667572478088649,678.5,1.5762599610781938,8.6558390391428
SHANNA ZOLMAN,SAN,2006,G,Spot-up Shooter,-2.086287906450587,0.4461007794329278,550.8,-6.230161155592397,-4.2855261358705325
MORGAN BERTSCH,CHI,2023,F,Secondary Creator/Distributor,-2.0925541563762695,-2.165049600671359,397.6,-5.365281387171368,-10.618967093206932
LATONYA JOHNSON,SAN,2003,F,Spot-up Shooter,-2.0927151407956885,-3.8446968229929146,275.90000000000003,-3.2186761492779508,3.5869384893626046
PLENETTE PIERSON,MIN,2017,F,Secondary Creator/Distributor,-2.0935885460812513,10.279098462926648,465.7999999999999,-4.367030407876802,6.727774387310083
SHEA MAHONEY,NYL,2000,F,Secondary Creator/Distributor,-2.098888007494506,-1.986112178813668,157.5,-8.605953212402476,-31.631428336024047
STACY CLINESMITH,SAC,2001,G,Spot-up Shooter,-2.0989101491658184,5.83229085223579,75.2,-11.977569661324377,-50.97201832045289
JAMEKA JONES,MIA,2000,G,Primary On-Ball Creator,-2.0998426220059825,-1.1283704911088457,233.1,-22.53431644480712,8.749049532099042
MICHELLE EDWARDS,SEA,2000,G,Primary On-Ball Creator,-2.102704824242887,1.5896097265634497,471.5,-4.9597684278322625,-0.3412200987673173
REBEKKAH BRUNSON,MIN,2011,F,Interior Primary Option,-2.1032111498225294,3.13516385455273,938.4,-4.773683267230382,4.586183815724102
GRACE DALEY,MIN,2000,G,Secondary Creator/Distributor,-2.1035498084580064,-0.8834486379047816,576.0,-5.814164564479439,-0.8363305086312607
SUE BIRD,SEA,2002,G,Primary On-Ball Creator,-2.104564429036959,0.8973684131247482,1123.2,-11.332095565511114,-5.0503778651939015
JASMINE THOMAS,CON,2020,G,Primary On-Ball Creator,-2.10465580838571,7.201129669644379,484.5,-5.278829894425539,10.339671996787864
TAN WHITE,IND,2007,G,Primary On-Ball Creator,-2.104778260220301,5.193369776145162,839.8,-8.720474178445539,2.627888533236586
CRYSTAL DANGERFIELD,DAL,2023,G,Secondary Creator/Distributor,-2.104995394207332,-0.7551064807302044,973.0,-3.9027671293243276,4.268246550366953
JACKIE YOUNG,LVA,2024,G,Primary On-Ball Creator,-2.1074477390989474,1.912738415576576,1206.2,-0.39886432545936157,2.525919075698665
BRIANN JANUARY,IND,2017,G,Primary On-Ball Creator,-2.111118090697197,-3.3697149176146244,657.5,-5.069237817894907,-8.910146226733566
KAYLA ALEXANDER,SAN,2016,C,Interior Primary Option,-2.1141676915995764,4.45019841209402,490.00000000000006,-4.316823671766137,-1.1081346300543267
BRITTNEY SYKES,WAS,2024,G,Primary On-Ball Creator,-2.117678450996474,4.918531837955214,419.4,-4.240306943434558,1.3763092063820763
ERICA WHEELER,IND,2017,G,Primary On-Ball Creator,-2.1190845400461074,-0.6998261161994476,897.5999999999999,-5.043378039959478,-3.244501414905458
SKYLAR DIGGINS,DAL,2017,G,Primary On-Ball Creator,-2.1192366859810283,-4.696049596014664,1162.8000000000002,-0.1387704983443263,0.11892322709017034
JENNIFER GILLOM,PHO,2001,PowerF,Perimeter-Oriented Big/Wing,-2.1198590647017137,0.3558124747130502,857.6,-3.6839107125748844,2.781062538881235
LATONYA JOHNSON,UTA,2000,F,Spot-up Shooter,-2.124550025314644,-1.6329682309098577,478.5,-16.70941610052369,2.2074329653570075
TIANNA HAWKINS,WAS,2020,F,Secondary Creator/Distributor,-2.128947640439206,0.5049837942887684,328.1,-4.467913736250379,-13.098491122682965
CRYSTAL DANGERFIELD,MIN,2021,G,Secondary Creator/Distributor,-2.1315976925600557,1.5338540944018533,623.1,-4.995424945302309,-0.899982569428111
TINA THOMPSON,HOU,2001,F,Perimeter-Oriented Big/Wing,-2.1320687120369506,5.58981357220193,1104.0,-8.367941756640317,6.461353120437212
ALLIE QUIGLEY,CHI,2022,G,Primary On-Ball Creator,-2.137731409660414,2.0965378538746884,894.2,-1.427075804391523,6.435869755364898
RACHEL BANHAM,MIN,2022,G,Spot-up Shooter,-2.1383972952886054,5.4425403855464625,630.0,-4.569817536140958,2.2423113368983105
COURTNEY PARIS,DAL,2016,C,Roller/Cutter,-2.1384659664031926,-6.134609636381685,826.2,-4.0845670316543,-7.0140140168128395
MAYA CALDWELL,ATL,2024,G,Secondary Creator/Distributor,-2.1389086485455726,-1.7915937886756532,405.0,-5.1684052447198106,-8.835197216226748
SUE BIRD,SEA,2009,G,Primary On-Ball Creator,-2.1396964010446404,4.328141007418699,1100.5,-3.561148259770709,4.997171176782457
LISA HARRISON,PHO,2002,F,Secondary Creator/Distributor,-2.1398286134689144,-2.27808072919921,899.2,-3.6953466970856894,-5.459045686052884
DESTANNI HENDERSON,IND,2022,G,Secondary Creator/Distributor,-2.1424197066703896,2.017345934993687,590.4,-4.716916483986782,-3.6653890373438602
CHASITY MELVIN,WAS,2004,PowerF,Interior Primary Option,-2.1469083792146773,-0.9170100093532976,829.5999999999999,-6.644786147418886,-1.2698781414333165
COURTNEY WILLIAMS,CON,2018,G,Perimeter-Oriented Big/Wing,-2.1477958773252235,-0.4926698569765777,813.0,-2.9196594716666815,5.38867001078798
TIFFANY HAYES,ATL,2018,G,Primary On-Ball Creator,-2.1482649011119355,4.569689532308103,895.9,-1.024322922024022,6.258582475346127
BRIA HARTLEY,WAS,2016,G,Primary On-Ball Creator,-2.149181239411597,1.2668321874355084,405.6,-5.107960151377414,0.13807776808582362
RUTHIE BOLTON,SAC,1998,G,Primary On-Ball Creator,-2.1495108079973972,-5.691941568073298,133.5,-6.564833443293845,0.23239385703434134
SOPHIA YOUNG-MALCOLM,SAN,2009,F,Perimeter-Oriented Big/Wing,-2.1499946324125556,-0.8410053300103734,1112.1,-2.8292548668385016,-1.9205680142052048
DIANA TAURASI,PHO,2020,G,Primary On-Ball Creator,-2.1517590317020305,-0.6336558435658994,533.9,1.5168838915344787,-0.044268653290938764
KIERSTAN BELL,LVA,2023,F,Spot-up Shooter,-2.155358817340269,0.2338890163491147,424.8,-6.028822924630039,-5.601954582555404
ZIA COOKE,LAS,2023,G,Secondary Creator/Distributor,-2.1554176313800557,2.3365751868558347,549.9,-10.037358243241822,-7.950197308702854
DAWN STALEY,CHA,1999,G,Primary On-Ball Creator,-2.155739109760826,0.3765732177583777,1065.6,-4.403678216877599,3.721568998930906
JACKIE YOUNG,LVA,2022,G,Perimeter-Oriented Big/Wing,-2.159720509845114,0.2458799334357826,1128.8000000000002,0.3443509348330762,5.054739521539125
KAYLA MCBRIDE,MIN,2022,G,Primary On-Ball Creator,-2.1602857912941698,-2.8661911538198273,923.8,-3.617315772895539,0.599759816195431
KATRINA COLLETON,MIA,2001,F,Secondary Creator/Distributor,-2.1620341173130804,-8.829847016374842,119.0,-10.995276427097203,-14.642305213221066
ERICA WHEELER,IND,2016,G,Primary On-Ball Creator,-2.162125642397695,1.0152821424990646,812.5999999999999,-6.733884729803597,-2.896943853064004
MICHELE TIMMS,PHO,2001,G,Spot-up Shooter,-2.162258840704056,4.971552299139597,409.5,-3.0728870843960827,-12.36743881086496
DONEEKA LEWIS,SEA,2007,G,Secondary Creator/Distributor,-2.1635511476300935,-10.060724734629098,32.9,-13.476159054352237,-26.419548541888606
RENEE MONTGOMERY,MIN,2009,G,Primary On-Ball Creator,-2.165701327755881,1.210349356621667,765.0,-4.899893891620367,-0.2257174702628144
MONIQUE CURRIE,SAN,2016,F,Primary On-Ball Creator,-2.1669107497563744,-2.2525766982560422,867.0,-4.431895476753911,-8.067344446448294
TEMEKA JOHNSON,SEA,2013,G,Primary On-Ball Creator,-2.1676548881778257,-4.756026845020133,876.8,-4.42447814519557,-6.827225221903253
SHALONDA ENIS,CHA,2002,PowerF,Secondary Creator/Distributor,-2.1679362762845336,-1.219252998766324,59.6,-3.206800411966572,-2.2725881718098098
JELENA MILOVANOVIC,WAS,2014,PowerF,Secondary Creator/Distributor,-2.1680519049902585,11.56455771812982,180.8,-7.618657193796118,6.576773588937929
ZIA COOKE,LAS,2024,G,Secondary Creator/Distributor,-2.169026459677221,-1.9393201190998184,258.1,-10.69817177296952,-8.55121626505682
LE'COE WILLINGHAM,PHO,2009,F,Interior Primary Option,-2.1712127000256576,1.424941022627621,707.2,-2.769786986180131,1.7679951155878135
RENEE MONTGOMERY,CON,2010,G,Primary On-Ball Creator,-2.1715046139292675,1.655172583737976,941.8,-3.4491239963879337,1.468261219935531
JEWELL LOYD,SEA,2021,G,Primary On-Ball Creator,-2.1715123634464004,1.5194148221863082,961.0,-1.8331472148706376,1.3365619282920065
IZIANE CASTRO MARQUES,SEA,2005,SG,Secondary Creator/Distributor,-2.1720726154124135,-1.750000468366951,881.1,-6.459900575176508,1.3728938760144773
TINA THOMPSON,LAS,2010,F,Perimeter-Oriented Big/Wing,-2.1726901261153766,-1.4041267678414124,1095.6,-2.8074207470696795,-1.631835102251395
TINA THOMPSON,SEA,2012,F,Spot-up Shooter,-2.176960561120492,2.920559656191932,551.0,-6.245300043508269,-1.551811920205897
THERESA PLAISANCE,DAL,2016,F,Secondary Creator/Distributor,-2.1787706444995885,1.5448034213494162,318.6,-4.636552636639507,-5.862404181618015
ADRIENNE JOHNSON,ORL,2002,G,Spot-up Shooter,-2.1810873007073948,-1.2313705903605323,601.6,-4.9470749798954365,-4.615996859576901
TAMECKA DIXON,LAS,2002,G,Primary On-Ball Creator,-2.1859500305593746,2.3961341491335717,960.0,-6.810754790228461,0.7630071856910117
DAWN EVANS,LAS,2012,G,Spot-up Shooter,-2.1934710569169784,7.588194764580718,14.7,-13.05631399233838,-25.496945583971765
AMANDA LASSITER,MIN,2005,F,Spot-up Shooter,-2.1935577673816136,-1.0050718368889695,387.5,-7.718988257382445,-6.2166042587075765
BETTY LENNOX,SEA,2006,G,Primary On-Ball Creator,-2.195625779681945,-0.7157298326075523,887.4000000000001,-6.250427867642552,-2.3688673823160817
LATONYA JOHNSON,UTA,1998,F,Spot-up Shooter,-2.1961284695415855,-4.255229959283744,490.0,-3.559289997234603,-2.1043489625654868
ASJHA JONES,MIN,2015,F,Roller/Cutter,-2.196196431527412,-0.080089784490776,542.5,-7.607122613377387,-1.9620697938903988
SWIN CASH,SEA,2010,F,Perimeter-Oriented Big/Wing,-2.19901347569285,0.0854685449693512,1047.2,-3.934950106884499,6.130242750389037
CHARLI COLLIER,DAL,2021,C,Roller/Cutter,-2.199612514118843,-8.566349379000162,344.40000000000003,-6.285859724325491,-15.676537315743973
SHYRA ELY-GASH,IND,2011,F,Secondary Creator/Distributor,-2.2015742482489142,7.466944940070675,353.09999999999997,-9.740855680260644,-3.937814954638524
SUE BIRD,SEA,2011,G,Primary On-Ball Creator,-2.2021012500282198,3.3919723723368236,1122.0,-0.8889429988363262,5.903223501013244
TAMERA YOUNG,ATL,2017,F,Secondary Creator/Distributor,-2.2036239875088253,1.6881790853290446,864.5,-8.217442315102291,-2.1349628054414134
MONIQUE CURRIE,WAS,2018,F,Secondary Creator/Distributor,-2.2037878087513825,0.1549515730210581,508.8,-6.245782597541834,-7.428354603314225
JASMINE THOMAS,CON,2017,G,Primary On-Ball Creator,-2.2040957877868923,2.6131605152869444,902.4,-3.432575825676765,4.56652057357947
