Player,Team,Year,Pos,Archetype,DBPM,mean,Total Minutes,BPM,RAPM
ALANA BEARD,LAS,2012,SG,Secondary Creator/Distributor,0.8731521758872149,0.2088724445216027,1016.4,0.10019742488988637,5.330765154432481
DELISHA MILTON-JONES,LAS,2001,F,Perimeter-Oriented Big/Wing,0.8724134362819527,5.393659773256107,937.6,1.4913257691718371,8.303509307227209
JANICE BRAXTON,CLE,1998,F,Interior Primary Option,0.8722432652664838,3.2704471902027574,837.0,-10.252831518715446,-14.417976540645133
SVETLANA ABROSIMOVA,CON,2008,F,Secondary Creator/Distributor,0.8714368301832447,-3.3494663282928743,106.8,-6.137546090232443,-8.215545706099526
TORA SUBER,ORL,1999,G,Secondary Creator/Distributor,0.8700779310592223,-1.3059880572236309,115.0,-2.764398186706545,-1.0414826851201906
MORGAN BERTSCH,DAL,2024,F,Secondary Creator/Distributor,0.8696383489183259,5.723395108874063,100.1,-16.938304233925756,-19.29861929369816
JESSICA MOORE,LAS,2006,PowerF,Roller/Cutter,0.8688890251378572,0.1234584912021067,659.5999999999999,-3.3022608206174926,-4.803077251867956
SYLVIA FOWLES,MIN,2021,C,Interior Primary Option,0.8653366298407013,3.4280469703315126,933.1,1.3280021523378518,3.936983065684304
SHAMEKA CHRISTON,SAN,2012,G,Spot-up Shooter,0.8643693042992924,1.589778533078202,693.5999999999999,-1.0034071222032486,4.759319942021003
NATASHA HOWARD,MIN,2017,F,Roller/Cutter,0.8623441123560909,4.350113186502916,397.7999999999999,-2.2917379592783598,-2.284107384727779
DEVEREAUX PETERS,MIN,2014,F,Roller/Cutter,0.8587381591359251,0.5614700000233417,504.0,-2.367586155403553,-7.370211766301342
KATE STARBIRD,SAC,1999,SG,Secondary Creator/Distributor,0.8585522683286554,1.592209784347555,213.6,-2.874871438898802,7.692941135587118
NICOLE LEVANDUSKY,LAS,2001,G,Spot-up Shooter,0.8582548592174728,-3.634405184635995,65.0,1.538566167407387,2.494621217818611
KAMILA VODICHKOVA,SEA,2001,PowerF,Secondary Creator/Distributor,0.8579861389705294,6.273080818631245,403.1,-5.659186350960388,4.391849908182454
JORDAN HORSTON,SEA,2024,F,Secondary Creator/Distributor,0.8562062812237365,-0.8889260629069754,869.7,-1.7705249143537993,-2.369688083583248
KATIE SMITH,DET,2007,G,Spot-up Shooter,0.8538590889167894,4.77563246923431,1166.1999999999998,-1.2231578299685824,4.571123444620564
WANDA GUYTON,DET,1999,C,Roller/Cutter,0.8493460467505691,16.974904564126987,97.9,-8.24306342901203,2.6698803293761433
EDWIGE LAWSON-WADE,SEA,2006,G,Secondary Creator/Distributor,0.8478349403090409,2.271176891665465,210.6,-4.118202352075176,0.6887366115635349
ELIZABETH WILLIAMS,ATL,2021,PowerF,Roller/Cutter,0.8466073645680736,-1.8462053900424664,761.6,-0.7042881280960054,-5.0182902721109475
LATOYA SANDERS,LAS,2011,PowerF,Roller/Cutter,0.8459258649197884,3.245052477943697,222.0,-2.7780499909115,0.24185863721072565
TIERRA RUFFIN-PRATT,WAS,2017,G,Interior Primary Option,0.8445910292868672,-0.1466285764619815,826.2,-5.088176297755097,-1.2251128792974588
VERONICA BURTON,DAL,2023,G,Secondary Creator/Distributor,0.8441740560204143,-0.6535413539570657,556.0,0.32162315580707823,-1.3121101720936437
KEISHA HAMPTON,MIN,2016,F,Spot-up Shooter,0.8435972415766835,-9.808200044099848,180.9,-2.1791796510964034,-14.015861428518267
YELENA LEUCHANKA,ATL,2010,C,Roller/Cutter,0.841211739280731,0.0218237787211175,339.2,-7.510754920884547,-10.990401200009163
SYLVIA FOWLES,CHI,2010,C,Interior Primary Option,0.8380921589875072,1.0738077879262755,1088.0,0.32691475189391295,0.4037856618244937
SUMMER ERB,CHA,2002,C,Interior Primary Option,0.8364661062633236,-2.5743532683897508,344.09999999999997,-3.5258736337082985,0.9550536665269211
KELLY MAZZANTE,CHA,2005,G,Spot-up Shooter,0.8286456410034875,-4.8184875692111895,224.1,-2.5324438948928467,-21.036691601594313
SHANNON JOHNSON,SEA,2009,G,Spot-up Shooter,0.8285289070039124,-0.2239503425075945,618.8,-6.077525744010441,-5.608443175676453
SYDNEY COLSON,LVA,2019,G,Secondary Creator/Distributor,0.826591983583238,7.491108581723829,379.5,-0.4461723414054366,1.203797105318369
NADIRAH MCKENITH,WAS,2013,G,Secondary Creator/Distributor,0.8240119540431057,10.036723541984896,281.6,-3.552426679808417,6.27305452758421
SHALONDA ENIS,CHA,2003,PowerF,Interior Primary Option,0.8181639303113368,1.8100780188625252,611.9000000000001,-0.7757103346108021,-1.6373653200958254
CHANTEL TREMITIERE,SAC,1997,G,Secondary Creator/Distributor,0.8115106123472058,-2.1472945820816487,1052.8,,
ERIN PERPEROGLOU,CHA,2002,F,Roller/Cutter,0.808344319296838,1.6209769094673656,391.5,-4.93402586782366,-1.5693505368930047
LEAONNA ODOM,NYL,2020,F,Roller/Cutter,0.8078677168884909,3.1500635652664934,453.2000000000001,-4.2567038725351525,4.11668269164892
JAMILA WIDEMAN,LAS,1998,G,Secondary Creator/Distributor,0.8076261404047284,3.382806613819221,327.5,,
SANCHO LYTTLE,ATL,2009,F,Interior Primary Option,0.805149127645414,2.745263680309312,931.6,-0.6898957062540388,7.987895422289753
QUEEN EGBO,IND,2022,PowerF,Interior Primary Option,0.8002972947995678,3.338851051414841,719.4,-5.388445520694148,-0.20168698469348545
PORSHA PHILLIPS,SAN,2011,F,Roller/Cutter,0.8001611390241931,-10.008791659801004,257.3,-5.842202983524943,-17.645836128269515
ANN WAUTERS,CLE,2000,C,Interior Primary Option,0.7989742447322283,9.450525407353584,573.5,-4.356558092167312,9.740184707786103
RITA WILLIAMS,WAS,1999,G,Spot-up Shooter,0.7970529750111712,11.327563379031591,316.2,-2.3166231597572997,9.866857748243675
TEANA MILLER,CHA,2005,C,Roller/Cutter,0.7963869357340052,-0.692227888943488,356.5,-3.035042503100323,-12.420985512937044
KATIE DOUGLAS,ORL,2002,SG,Spot-up Shooter,0.7888772448120399,-1.0216231417801749,828.8,-0.7487933327719488,-1.3442540581972224
VICKY BULLETT,CHA,1999,F,Perimeter-Oriented Big/Wing,0.7879331958464426,1.6897700326620404,1008.0,-7.636636883717949,-4.730030050435809
LAUREN JACKSON,SEA,2012,PowerF,Perimeter-Oriented Big/Wing,0.7831960484104685,12.797759369452615,166.5,-3.7332004382395407,20.45437311597069
NAPHEESA COLLIER,MIN,2022,F,Roller/Cutter,0.7812782706146213,-2.6786513525068214,90.8,-4.334895073697307,-7.288167025531714
KATRINA COLLETON,LAS,1997,F,Secondary Creator/Distributor,0.7802084531978737,4.2618911986496055,604.8,,
ALEXIS PRINCE,CHI,2020,F,Spot-up Shooter,0.7794256061171071,3.121374813944842,16.0,7.594227663141231,-28.00787950095462
SVETLANA ABROSIMOVA,MIN,2004,F,Spot-up Shooter,0.7786141820355541,7.511444458340361,462.0,-0.3112692611225172,8.91227932316555
TICHA PENICHEIRO,SAC,2004,G,Secondary Creator/Distributor,0.7782277622867824,0.1458781557730987,970.2,-6.028153617151423,-7.448122398205353
RUSHIA BROWN,CLE,2001,F,Interior Primary Option,0.7781901248951737,8.025138376367906,762.0,-1.516589410547681,6.604537508252643
DEWANNA BONNER,PHO,2014,SG,Secondary Creator/Distributor,0.7768563018698463,2.3697444515586636,999.6,-0.09532106465003154,2.3241332904870355
KIARA LESLIE,WAS,2021,G,Secondary Creator/Distributor,0.7760508518371944,-0.3543265805529209,86.39999999999999,-7.104764427848835,-10.795414633116545
JAMILA WIDEMAN,LAS,1997,G,Secondary Creator/Distributor,0.7754433227727271,1.4647627192836947,593.6,,
EMMA CANNON,IND,2022,F,Roller/Cutter,0.7744139335527506,-0.9110415146289406,336.0,-1.322678449295768,-0.6325536172649416
MATEE AJAVON,ATL,2016,G,Secondary Creator/Distributor,0.7734461014470857,-0.0273303811654033,339.2,-6.934681052640439,-1.8860376334154954
SCHOLANDA DORRELL,SAC,2008,G,Secondary Creator/Distributor,0.7633578598528863,1.3737934161142609,533.5999999999999,-7.554560848288498,-5.402805173091288
EBONY HOFFMAN,IND,2005,F,Roller/Cutter,0.7616480783585099,5.748630015788394,498.3,-4.679663048875299,3.3661048568336818
MONICA WRIGHT,MIN,2011,G,Secondary Creator/Distributor,0.7603140099975128,5.973896974606279,394.4,-5.213955758556223,2.251678550138339
LISA LESLIE,LAS,1998,C,Perimeter-Oriented Big/Wing,0.7600488987038592,0.7480139581428843,898.8000000000001,-3.4931805265272544,0.2555604224885572
CHERYL FORD,DET,2005,F,Interior Primary Option,0.7584854585093834,7.06141024852548,930.6,-4.722603466127588,7.597460173835753
BETNIJAH LANEY-HAMILTON,CHI,2016,SG,Roller/Cutter,0.7577717509935398,-7.305353947760797,42.4,-10.602850098852706,-25.170296149958922
SANDORA IRVIN,SAN,2008,F,Roller/Cutter,0.7549939842069967,-0.1862777486592469,115.5,-7.1379862085939525,-16.10401776990046
JURGITA STREIMIKYTE,IND,2001,F,Interior Primary Option,0.754364712589861,-2.3606998778064736,710.1,-11.46288984130274,-16.072872562220304
DIDI RICHARDS,NYL,2021,SG,Secondary Creator/Distributor,0.7538010226026889,2.252391003378053,347.2,-1.099041912860066,-5.249645198621586
CANDACE PARKER,LAS,2016,PowerF,Perimeter-Oriented Big/Wing,0.7511471272698977,2.8064663519579116,1047.2,1.459834585065385,3.0200775501777315
LISA LESLIE,LAS,2005,C,Perimeter-Oriented Big/Wing,0.7507280744156651,0.2969521482588704,1094.8000000000002,-3.317201441683088,1.133078723196849
FRIDA ELDEBRINK,SAN,2016,G,Secondary Creator/Distributor,0.7499643756853424,16.346175438722003,44.0,-9.396199633718037,-1.501120683408086
JESSICA MOORE,IND,2009,PowerF,Roller/Cutter,0.7438472230466497,6.242001189657972,604.5,-4.265652861201348,3.8781171337222693
SHAVONTE ZELLOUS,IND,2015,G,Secondary Creator/Distributor,0.742293378101751,4.547322835067566,510.6,-3.7084106713673846,2.7042291513371914
TAMARA MOORE,HOU,2007,G,Secondary Creator/Distributor,0.7421359206055784,-7.726475476966174,280.5,-4.25555562125021,-8.775648768630408
SHAY MURPHY,SAN,2017,G,Spot-up Shooter,0.7363551995194753,5.319326280734178,254.8,-3.6352562811526843,5.727832919013955
LINDSEY MOORE,MIN,2014,G,Spot-up Shooter,0.7355598593236117,-4.560962074955002,102.0,-3.615920952884987,1.0385428662902987
BRITTNEY GRINER,PHO,2016,C,Interior Primary Option,0.7339316678268297,1.479498065229913,992.8,-0.7449435250417109,5.203557327751273
HAMCHETOU MAIGA-BA,SAC,2004,F,Roller/Cutter,0.7320598182983576,5.174749255014529,482.7999999999999,-1.266749077574195,2.793247032087025
MARGO DYDEK,SAN,2003,C,Perimeter-Oriented Big/Wing,0.7317794358998141,1.1756866594744575,924.8,-8.979062627778172,1.618650097854542
SHERYL SWOOPES,HOU,1997,SG,Primary On-Ball Creator,0.7316997157897454,5.623481099032774,129.6,,
KRISTINE ANIGWE,DAL,2019,PowerF,Roller/Cutter,0.7291852191433164,-3.905420980599328,251.1,-4.726949254049133,-2.2570303176040403
LISA LESLIE,LAS,2003,C,Perimeter-Oriented Big/Wing,0.727330259144149,5.498115181886119,791.1999999999999,-2.25045241660989,6.473980224930093
BRITTNEY SYKES,LAS,2021,G,Secondary Creator/Distributor,0.7273079206814388,5.868642099366933,940.8,-2.8145685481641425,6.893132614572204
SHYLA HEAL,CHI,2021,G,Secondary Creator/Distributor,0.7266590925044162,7.558536840932669,31.6,-20.74507607942677,-8.56719578583788
ERIKA DE SOUZA,CHI,2015,PowerF,Roller/Cutter,0.7246234622548635,-0.8313468934827866,819.4000000000001,-2.4035681978898418,-0.8901406797907649
MWADI MABIKA,LAS,2000,G,Primary On-Ball Creator,0.7235625854982026,3.4135053922680667,940.8,3.0688059618474868,-16.311143006743723
JONQUEL JONES,NYL,2023,C,Interior Primary Option,0.7223596458479287,2.588947414808628,1000.0,1.4199862757895172,12.692639916211197
MARKITA ALDRIDGE,WAS,2000,G,Secondary Creator/Distributor,0.7208027515303986,-1.820203141936161,269.70000000000005,-3.176358233482233,-8.557941074286175
BELINDA SNELL,SEA,2011,G,Spot-up Shooter,0.7197372121152892,3.357132101665304,134.4,-5.618179301227716,-10.25198986651719
NATASHA HOWARD,IND,2014,F,Interior Primary Option,0.7192275805898207,1.5220067015087166,574.5999999999999,-3.6035160282857754,-1.2132578054810619
LISA HARRISON,PHO,2003,F,Roller/Cutter,0.7184648838900485,3.704979585612897,838.1999999999999,-2.4225042379090915,2.2602374814258
ALANA BEARD,WAS,2004,SG,Primary On-Ball Creator,0.7164908100905959,0.1117234666534512,1026.8,-6.9224777192523845,-8.815281471743896
HEIDI BURGE,WAS,1998,PowerF,Interior Primary Option,0.7149430167812242,-1.3936367478477871,478.5,-9.650466975890415,-11.64039278453276
CHANTEL TREMITIERE,IND,2000,G,Secondary Creator/Distributor,0.710259114462587,9.974125280436173,317.5,-6.222209576620453,6.08961138315998
STEPHANIE TALBOT,LAS,2024,F,Secondary Creator/Distributor,0.7097667324085387,-0.3176107161167683,599.4,-2.029415849635337,3.1359261379055505
ASTOU NDOUR-FALL,CHI,2018,PowerF,Roller/Cutter,0.7083943078257109,-7.138827267183186,255.2,-2.5260182578509847,-13.056785496228784
STEFANIE DOLSON,CHI,2020,C,Secondary Creator/Distributor,0.7082845168543671,0.956896871915882,273.0,4.83871237610411,6.083363644739129
HALEY PETERS,ATL,2019,SG,Roller/Cutter,0.7079318019330023,-8.977081982221103,26.4,-19.781349877240327,-16.07518718270244
JISU PARK,LVA,2018,C,Roller/Cutter,0.707906220776045,4.972988222694587,416.0,-3.3002308443359896,-1.115137853192003
MONICA LAMB,HOU,1998,C,Roller/Cutter,0.7069716143725293,14.166691908898075,648.0,-1.117958379448168,13.084527971109834
JOY CHEEK,WAS,2011,F,Secondary Creator/Distributor,0.706770957485819,-2.5476336771983,15.9,-14.35364752544197,-37.285870312484896
SONJA HENNING,SEA,2000,G,Spot-up Shooter,0.7038403172601644,1.5806241930608946,982.4,-6.133706594721957,4.288899260450483
RUSHIA BROWN,CLE,2002,F,Roller/Cutter,0.7014810615223722,1.269273132493261,470.4,-7.632468920447986,-5.201113643069548
ERICA MCCALL,MIN,2020,F,Roller/Cutter,0.7005714133290212,3.088372079994558,184.0,-4.572725722859964,6.601826243021987
ELENA BARANOVA,NYL,2005,F,Secondary Creator/Distributor,0.7001854068908188,-1.0762994023611716,950.4,-0.7553974168043848,2.5931698153202998
MONIQUE BILLINGS,ATL,2021,F,Roller/Cutter,0.6985004577434575,1.1388858956966708,740.9,-2.222635029779463,-3.1679154972966543
KATE STARBIRD,IND,2004,SG,Spot-up Shooter,0.6958811346221866,-0.998880122132104,116.4,-5.325169606574283,-2.4845021661984297
STEFANIE DOLSON,CHI,2019,C,Secondary Creator/Distributor,0.6951983454868674,2.970993167658881,850.0,2.1998323153503745,6.139926242182847
ERLANA LARKINS,IND,2014,F,Roller/Cutter,0.6948372623935667,0.8671675144601781,1042.8,0.3919653015500085,-0.01650255738656048
KAYTE CHRISTENSEN,PHO,2003,F,Roller/Cutter,0.694654898688258,3.31239055115667,660.0,-4.040633899667595,5.135146918482643
NATASHA LACY,WAS,2012,G,Secondary Creator/Distributor,0.6892622790408811,3.885005048047452,258.0,-5.304983029204261,-0.4136512878731349
SHAY MURPHY,CHI,2011,G,Primary On-Ball Creator,0.6876466792664245,11.189447279753704,205.0,-1.6441865039000656,2.45699069568178
CINTIA DOS SANTOS,ORL,2000,C,Interior Primary Option,0.6872819711232314,2.1414808312540576,793.6,-5.270274868297122,-0.4857576063810729
STEPHANIE TALBOT,MIN,2019,F,Spot-up Shooter,0.6860597769708097,2.59590266209011,561.0,-3.8347065596751095,-6.642001619940146
MARIA STEPANOVA,PHO,1998,C,Interior Primary Option,0.6847597495045197,-1.970071981699467,128.0,-5.092748767720693,-8.105330910035164
NICKY MCCRIMMON,LAS,2002,G,Secondary Creator/Distributor,0.6841429485433568,-2.790077359620141,352.0,-3.9196182508378183,-6.235600205760477
MATEE AJAVON,ATL,2014,G,Secondary Creator/Distributor,0.6829305582102798,-7.239464979719608,220.8,-8.794478163849888,-16.5906179652845
CRYSTAL ROBINSON,NYL,1999,F,Spot-up Shooter,0.6825010188783207,4.2238104606873685,871.1,-5.448125249430824,5.242636567385544
ALANA BEARD,LAS,2014,SG,Secondary Creator/Distributor,0.6824860212747049,-0.5647881235031088,914.1,-1.3259748379766294,-2.3162350703454204
KALANA GREENE,CON,2012,G,Secondary Creator/Distributor,0.6819362931361267,3.5303301825368005,605.2,-1.8258788208679104,7.791574363046719
MIKIAH HERBERT HARRIGAN,PHO,2024,F,Spot-up Shooter,0.6815189440403768,-4.339385297743038,334.8,-3.817914166862315,-13.920871673732837
JESSICA ADAIR,MIN,2012,C,Roller/Cutter,0.6812785266385565,1.0594050577942609,167.20000000000002,-4.810846420474785,-8.365835089094347
LISA LESLIE,LAS,2001,C,Perimeter-Oriented Big/Wing,0.6756493188650602,5.141369706570446,1035.4,-3.8438513001733825,-3.5066461423847617
BRIANN JANUARY,IND,2009,G,Spot-up Shooter,0.6747282708328823,2.9368349636222035,676.5,-4.2130500009206395,3.0963841460627752
DAMIRIS DANTAS,MIN,2019,PowerF,Spot-up Shooter,0.674592354319046,4.243998566988349,665.6,2.209358114642253,4.967713824231809
LIZ CAMBAGE,LAS,2022,C,Interior Primary Option,0.6744394876889229,-0.561548463354137,585.0,-0.3613052329326566,-0.3273111803130945
ALISIA JENKINS,PHO,2020,F,Roller/Cutter,0.6743448132887089,7.72515527549912,27.5,-16.688005739643714,-15.755045284606087
EVELYN AKHATOR,DAL,2017,F,Roller/Cutter,0.6732417545803249,-6.740752244084739,61.49999999999999,-11.20525097509613,-51.16849988420768
BARBARA FARRIS,DET,2002,PowerF,Roller/Cutter,0.6732144156997929,3.3712196543898676,566.4,-4.046283139258692,2.8218831649194547
TERESA WEATHERSPOON,NYL,2001,G,Secondary Creator/Distributor,0.6722509535090119,1.8931357207049837,976.0,-1.4138950970403923,-0.3308673203661021
CHARMIN SMITH,SEA,2000,G,Spot-up Shooter,0.6712913403129699,3.047172834557553,515.2,-2.395920870726295,7.8352799362504175
LE'COE WILLINGHAM,CON,2007,F,Roller/Cutter,0.6710667749300108,8.079240789734124,319.2,-6.557761005411043,11.895983158556835
TYNESHA LEWIS,CHA,2003,G,Secondary Creator/Distributor,0.6678978943946012,14.627663397096777,234.6,-3.881015545896717,15.31790747963636
CAMILLE COOPER,NYL,2002,C,Roller/Cutter,0.6641867300401697,10.546335719080975,119.6,-6.49990489070929,9.047189107064082
USHA GILMORE,IND,2000,G,Secondary Creator/Distributor,0.662432800697857,-19.67527695295691,21.2,-4.458556205632221,-15.40909698111659
NINA BJEDOV,LAS,1999,C,Secondary Creator/Distributor,0.6617317126759145,-1.7513258153168432,432.0,-11.094184523410785,-14.54247974659017
SEMEKA RANDALL,SAN,2004,G,Roller/Cutter,0.6597702260138137,-0.7579857447977206,466.9,3.0773578899565677,2.5281027151895117
MISTIE BASS,CHI,2009,F,Roller/Cutter,0.6578271865615272,10.209170613013905,126.4,-2.483296124205792,6.181557701506434
TRISHA FALLON,MIN,1999,SG,Secondary Creator/Distributor,0.6551958099320334,4.036649096480077,280.8,0.7573276711410639,2.263647545198367
SYLVIA FOWLES,MIN,2016,C,Interior Primary Option,0.6551124838369156,-0.5573590086973362,969.0,1.1807989245836548,1.90303331212876
MORIAH JEFFERSON,DAL,2020,G,Secondary Creator/Distributor,0.6544579254397278,-1.6179072059969553,150.29999999999998,-4.253961865631393,-17.18726300528008
BRITTANY WILKINS,SAN,2008,C,Secondary Creator/Distributor,0.6538472497791776,97.61207583496848,0.2,-12.923996150177544,0.9346227306510428
KHAALIA HILLSMAN,CHI,2023,C,Secondary Creator/Distributor,0.6538472497791776,-197.7293738231855,0.9,-12.923996150177544,-300.24982346359184
CHINEY OGWUMIKE,LAS,2021,PowerF,Interior Primary Option,0.6499760002380629,10.63930526331958,134.4,0.08074714763827684,8.232440706876503
TONYA EDWARDS,CHA,2001,G,Secondary Creator/Distributor,0.6493522483116032,2.8450028171633748,582.4,-2.5615500874979067,3.5647935953622865
CATHY JOENS,CHI,2007,SG,Spot-up Shooter,0.6485943664566138,-3.117182533430526,271.7,3.0750872340324236,-4.245676544627818
NYARA SABALLY,NYL,2023,C,Roller/Cutter,0.6475401452758768,4.770329454426458,260.7,-3.635165909110108,-2.9071590018097595
HELEN DARLING,CHA,2006,G,Secondary Creator/Distributor,0.6468455547859076,8.540100789222631,614.8,-5.3831397517193675,3.8852517641456723
ALAINA COATES,WAS,2020,C,Roller/Cutter,0.6435859014455364,10.33996717949256,198.0,-1.3098737915357286,-4.767586742075753
DEMYA WALKER,NYL,2012,F,Roller/Cutter,0.6372098812574853,2.158164051354079,524.7,-9.23165402902624,-4.595231032609693
KARIMA CHRISTMAS-KELLY,IND,2012,SG,Secondary Creator/Distributor,0.636493330174424,6.7945476541654415,336.0,-5.509050075048021,-0.3262453491588371
BEATRICE MOMPREMIER,CON,2021,F,Roller/Cutter,0.6352385428094632,0.4116682548981909,275.2,-5.034745597622157,-10.77233919907583
JANICE BRAXTON,CLE,1997,F,Interior Primary Option,0.6336377933966868,0.418962122751861,822.5,,
KRISTIN HAYNIE,SAC,2005,G,Secondary Creator/Distributor,0.6305614723704764,8.53634661368042,435.0,-5.612764533199214,3.3874474297800834
LATONYA JOHNSON,HOU,2004,F,Spot-up Shooter,0.6304806784480562,-0.8631657142465459,36.0,-0.8620322561933144,1.8217525578799751
