Player,Team,Year,Pos,Archetype,OBPM,mean,Total Minutes
SLOBODANKA TUVIC,PHO,2002,C,Interior Primary Option,-7.569828559297492,1.8446053282480508,322.40000000000003
RACHAEL SPORN,DET,2001,F,Roller/Cutter,-7.577459228181134,-7.862834268217026,264.5
ALLISON FEASTER,CHA,2006,F,Spot-up Shooter,-7.581223012898501,-8.214444236967637,310.4
ASHLEY WALKER,SEA,2009,PowerF,Interior Primary Option,-7.585291791360395,-14.4823124129029,89.7
UMEKI WEBB,MIA,2000,SG,Secondary Creator/Distributor,-7.594312128011174,4.927477771979807,193.7
LINNAE HARPER,WAS,2023,G,Spot-up Shooter,-7.6035911843138,-9.7585652842421,72.8
BROOKE WYCKOFF,ORL,2002,F,Spot-up Shooter,-7.6061368811418255,-0.083295510143251,515.2
KARIMA CHRISTMAS-KELLY,TUL,2011,SG,Spot-up Shooter,-7.608938230610558,-0.7983542719820564,310.0
KELSEY GRIFFIN,CON,2012,F,Roller/Cutter,-7.626701275333763,-3.7293561232909607,375.1
KIANA WILLIAMS,CON,2022,G,Spot-up Shooter,-7.627340989272456,-5.067948758481018,29.2
BROOKE WYCKOFF,CHI,2008,F,Spot-up Shooter,-7.6337181672228915,-0.1358090747323498,595.0
SHAMEKA CHRISTON,NYL,2004,G,Spot-up Shooter,-7.63896852934298,-8.927004938397348,561.0
SHAY DORON,NYL,2007,G,Secondary Creator/Distributor,-7.641773845882733,-10.166432332863756,35.0
KATRINA COLLETON,MIA,2000,F,Perimeter-Oriented Big/Wing,-7.644093366921231,-6.501800320385972,873.6
TARI PHILLIPS,NYL,2004,PowerF,Interior Primary Option,-7.644223272184796,-3.633671264979643,310.7
KATRINA COLLETON,LAS,1998,F,Secondary Creator/Distributor,-7.649210549950049,-4.433908485895915,576.0
ALISA BURRAS,POR,2001,C,Interior Primary Option,-7.657418594831568,-4.382088480421618,273.0
CINDY BLODGETT,SAC,2000,G,Spot-up Shooter,-7.658646580975439,-2.632657152659327,134.0
ANGIE POTTHOFF,MIN,1999,F,Roller/Cutter,-7.65921179498841,-6.199593414078204,710.4
TICHA PENICHEIRO,CHI,2012,G,Secondary Creator/Distributor,-7.663916848589744,-8.108732961858188,241.3
EMMA CANNON,IND,2021,F,Roller/Cutter,-7.66471663769416,-0.5846365520597334,294.0
MERCEDES RUSSELL,SEA,2023,C,Roller/Cutter,-7.666370765240417,-4.146969506605928,706.7
DANIELLE CROCKROM,UTA,2002,F,Roller/Cutter,-7.667659676225528,-9.627286443469236,82.8
DIAMOND DESHIELDS,CHI,2020,G,Secondary Creator/Distributor,-7.676263027250639,-9.741519616495887,223.6
JENNIFER LACY,ATL,2008,F,Roller/Cutter,-7.687886313047185,-2.779149405159409,603.9
TRACY HENDERSON,CLE,1999,C,Roller/Cutter,-7.694892212524834,-11.931239116182008,305.1
TAYLER HILL,WAS,2014,G,Spot-up Shooter,-7.696831706979866,-10.83618551731628,39.0
TANGELA SMITH,CHA,2005,C,Perimeter-Oriented Big/Wing,-7.697362013338558,-4.245274089616788,1063.3
BARBARA FARRIS,DET,2005,PowerF,Roller/Cutter,-7.704426993801974,-7.576034918958673,445.4
MATEE AJAVON,ATL,2016,G,Secondary Creator/Distributor,-7.708127154087525,-1.858707252250092,339.2
LAETICIA AMIHERE,ATL,2023,F,Interior Primary Option,-7.734519326094959,-8.476559811042437,147.0
BRANDI MCCAIN,CLE,2002,G,Spot-up Shooter,-7.735942141072717,-12.08695668319117,390.6
CAROLYN SWORDS,LVA,2019,C,Roller/Cutter,-7.738317935739244,-9.151277500288332,258.1
LIZ MOEGGENBERG,CHI,2007,F,Roller/Cutter,-7.750159850366803,-0.7549811596645266,209.3
KEITHA DICKERSON,MIN,2000,F,Roller/Cutter,-7.752602719867007,-3.810894453953429,790.4
KAYLA PEDERSEN,CON,2014,F,Roller/Cutter,-7.754232946579219,-11.207124734628604,310.0
AYANA WALKER,DET,2003,F,Roller/Cutter,-7.755077845462892,-13.20253618860732,265.2
TINA CHARLES,CON,2013,C,Perimeter-Oriented Big/Wing,-7.756221425131052,-8.034017696409586,951.2
SYDNEY CARTER,ATL,2015,G,Secondary Creator/Distributor,-7.757935238405829,-2.3484857444592224,293.8
KAYLA PEDERSEN,TUL,2012,F,Roller/Cutter,-7.760878708661489,-5.246211539459859,626.4
VENUS LACY,NYL,1999,C,Roller/Cutter,-7.762759530551144,7.123300805909195,115.2
NIA COFFEY,LVA,2018,F,Interior Primary Option,-7.7756005263929415,-4.717526553960057,386.4
MICHELLE EDWARDS,SEA,2000,G,Primary On-Ball Creator,-7.791302391856657,2.1971137396751397,471.5
RAE BURRELL,LAS,2022,SG,Spot-up Shooter,-7.798348667972954,-14.428416319893516,43.5
MACTABENE AMACHREE,NYL,2001,F,Roller/Cutter,-7.810166231033356,-31.76231185508926,2.8
IZIANE CASTRO MARQUES,ATL,2011,SG,Primary On-Ball Creator,-7.811412517334482,-3.9438287677559782,673.2
QUANITRA HOLLINGSWORTH,MIN,2010,C,Roller/Cutter,-7.835742194588922,-10.909274779106571,182.5
HAMCHETOU MAIGA-BA,MIN,2010,F,Roller/Cutter,-7.843034938164027,-13.27794792252113,465.7999999999999
MONICA MAXWELL,WAS,1999,F,Spot-up Shooter,-7.851472941685642,-8.623543250275173,138.0
ALEXIS GRAY-LAWSON,PHO,2012,G,Secondary Creator/Distributor,-7.8532274266285516,-1.160768657181191,317.3
LA'KESHIA FRETT,SAC,2003,F,Roller/Cutter,-7.856034956480726,-6.506844137222921,153.60000000000002
DELISHA MILTON-JONES,ATL,2015,F,Secondary Creator/Distributor,-7.859591728142427,8.646265043709704,162.0
ALEX MONTGOMERY,SAN,2015,SG,Secondary Creator/Distributor,-7.8672313840714025,-9.542992948986962,234.0
JORDAN HORSTON,SEA,2023,F,Interior Primary Option,-7.867364477696225,-3.718315277884023,806.4
RACHEL BANHAM,CON,2019,G,Spot-up Shooter,-7.876731913604173,-0.2107590028290899,353.79999999999995
MIKIKO HAGIWARA,PHO,1998,G,Spot-up Shooter,-7.880764093463363,-4.278229840597649,58.0
KIARA LESLIE,WAS,2021,G,Secondary Creator/Distributor,-7.880815279686029,-10.441088052563623,86.39999999999999
ZIA COOKE,LAS,2023,G,Secondary Creator/Distributor,-7.881940611861766,-10.286772495558688,549.9
TIFFANY MCCAIN,ORL,2000,G,Spot-up Shooter,-7.881948704408014,-6.274214850333504,212.5
SANDORA IRVIN,SAN,2008,F,Roller/Cutter,-7.892980192800949,-15.917740021241212,115.5
STACEY FORD,SAC,2002,F,Roller/Cutter,-7.8966953026369975,-3.15707973732633,12.5
QUIANNA CHANEY,CHI,2008,G,Spot-up Shooter,-7.903146424991572,-8.927216748952903,238.0
HELEN DARLING,CLE,2000,G,Primary On-Ball Creator,-7.903642136042097,-4.436746725816945,545.6
ALLIE QUIGLEY,PHO,2008,G,Secondary Creator/Distributor,-7.910666785516974,-5.354609372295416,99.4
AMY HERRIG,UTA,2000,C,Roller/Cutter,-7.916382024507701,1.2711691833868335,342.5
DULCY FANKAM MENDJIADEU,SEA,2024,PowerF,Roller/Cutter,-7.920195407037415,-6.440095328639844,36.4
E.C. HILL,PHO,2001,G,Spot-up Shooter,-7.927838769228835,-50.28131116720324,6.8999999999999995
MONIQUE AMBERS,PHO,1997,F,Roller/Cutter,-7.930519648474309,-15.25703091596389,87.39999999999999
OLYMPIA SCOTT,PHO,2007,C,Interior Primary Option,-7.93312378262128,-3.7236962230818698,32.0
KERRI GARDIN,WAS,2011,F,Roller/Cutter,-7.937761312573187,-11.79595720265603,392.0
KAYLA THORNTON,WAS,2015,F,Roller/Cutter,-7.9411818322074765,-25.66055807408857,88.0
CANDICE DUPREE,ATL,2021,F,Roller/Cutter,-7.944135737887601,-5.747141902609683,462.8
MICHELE TIMMS,PHO,2000,G,Spot-up Shooter,-7.945059493722638,-7.81873156231366,176.8
JILL CHAPMAN-DAILY,DET,2002,C,Roller/Cutter,-7.9478087597268665,-19.95227395647108,119.7
NOELLE QUINN,SEA,2018,G,Spot-up Shooter,-7.964946425994247,-6.815980255785769,180.0
MURRIEL PAGE,LAS,2008,F,Roller/Cutter,-7.9656645793344785,-3.2640009166694424,243.0
MATEE AJAVON,WAS,2012,G,Primary On-Ball Creator,-7.966561565581886,-9.454697066041192,712.8000000000001
TARI PHILLIPS,HOU,2007,PowerF,Roller/Cutter,-7.967311231665454,-3.999674632869513,34.8
CHUCKY JEFFERY,NYL,2013,G,Primary On-Ball Creator,-7.984785215535664,-52.445858287008576,5.8
CRYSTAL KELLY,DET,2009,F,Roller/Cutter,-7.990626381488737,-5.5723806280968855,367.2000000000001
TANISHA WRIGHT,SEA,2006,G,Secondary Creator/Distributor,-7.997525198978194,-3.373619966144118,508.2
SANDORA IRVIN,SAN,2007,F,Roller/Cutter,-8.008473704702787,-17.849629707705205,128.79999999999998
KIA VAUGHN,NYL,2010,C,Roller/Cutter,-8.011180226915075,-17.99046289763796,243.0
KELLEY CAIN,NYL,2012,C,Roller/Cutter,-8.013380024918906,-4.089246202809139,136.0
ERIN PERPEROGLOU,SAN,2009,F,Secondary Creator/Distributor,-8.01432153239227,-6.8690073370672105,578.0
ARELLA GUIRANTES,LAS,2021,G,Secondary Creator/Distributor,-8.017107937117196,0.8460897605720815,290.0
KETIA SWANIER,PHO,2011,G,Spot-up Shooter,-8.020804157766388,0.0327838325239627,429.2000000000001
LATASHA BYEARS,WAS,2006,SG,Roller/Cutter,-8.027143041627593,-5.751994064997766,332.8
TAMICHA JACKSON,PHO,2006,G,Perimeter-Oriented Big/Wing,-8.055898133520966,-0.3873501746238662,53.7
LATONYA JOHNSON,UTA,1998,F,Spot-up Shooter,-8.058290786008042,-0.9920575200244915,490.0
RUTHIE BOLTON,SAC,1998,G,Primary On-Ball Creator,-8.084228458164032,-3.0396535894644217,133.5
ANDREA HOOVER,LAS,2015,G,Spot-up Shooter,-8.093237563706035,-2.8787114257915105,171.60000000000002
SANDRINE GRUDA,LAS,2014,PowerF,Roller/Cutter,-8.093413430741968,-10.341464458620756,408.0
JOY CHEEK,IND,2010,F,Secondary Creator/Distributor,-8.09476579663298,-11.673859521591798,34.300000000000004
LEXIE HULL,IND,2022,G,Secondary Creator/Distributor,-8.096852479423529,-6.864150591793612,335.40000000000003
ERIN THORN,NYL,2004,G,Spot-up Shooter,-8.112581785631967,-15.765923131292825,154.7
MEGAN WALKER,ATL,2022,F,Spot-up Shooter,-8.120172866494062,1.5068083539527926,115.2
SHAUNZINSKI GORTMAN,SEA,2006,G,Secondary Creator/Distributor,-8.12534781326543,-4.427162360139563,264.0
TAKEISHA LEWIS,SEA,2002,PowerF,Roller/Cutter,-8.13149583984358,-21.647266967987157,56.0
NICOLE LEVESQUE,CHA,1997,G,Spot-up Shooter,-8.131608312849515,-2.612332775732974,621.0
KELLY FARIS,CON,2014,G,Spot-up Shooter,-8.133675775741008,-3.3150741795155456,192.5
DEBRA WILLIAMS,CHA,1997,G,Spot-up Shooter,-8.133804109802217,-10.063394591179588,116.0
LAYSHIA CLARENDON,IND,2013,G,Secondary Creator/Distributor,-8.141531109628282,-6.760307184208577,582.0
ALEXIS HORNBUCKLE,PHO,2013,G,Secondary Creator/Distributor,-8.166902620649399,-9.22575014400996,372.0
TRICIA BADER BINFORD,CLE,2002,G,Secondary Creator/Distributor,-8.189017521784383,0.5663145597320685,131.4
KENDRA WECKER,SAN,2007,F,Roller/Cutter,-8.1929017916613,-22.92178400023094,72.8
KRISTEN RASMUSSEN,MIA,2001,F,Roller/Cutter,-8.20330761183847,-9.14886548268038,417.2
TIFFANY BIAS,NYL,2019,G,Spot-up Shooter,-8.231775106921006,-8.925189614025628,104.4
CRYSTAL KELLY,SAN,2010,F,Roller/Cutter,-8.244265179022435,-5.606336482054096,241.8
CHARLOTTE SMITH,IND,2006,F,Spot-up Shooter,-8.249113175288963,-8.72883665606156,172.79999999999998
SONJA HENNING,IND,2003,G,Secondary Creator/Distributor,-8.269317721572998,-3.481011892316524,297.6
AIYSHA SMITH,WAS,2003,F,Secondary Creator/Distributor,-8.278434298918775,-6.663443180371847,424.7
HELEN DARLING,SAN,2008,G,Spot-up Shooter,-8.292616461157415,-4.418314636994427,579.6999999999999
CHRISTI THOMAS,MIN,2009,PowerF,Roller/Cutter,-8.297010650064426,-22.39651603228908,66.0
LAUREN ERVIN,CON,2009,F,Roller/Cutter,-8.304679073552716,1.68165429777511,56.0
TAJAMA ABRAHAM,DET,1998,C,Roller/Cutter,-8.311471250550207,-1.5162357502203416,42.0
ALANNA SMITH,PHO,2021,F,Spot-up Shooter,-8.314073874692609,-9.187128078635013,117.0
SCHOLANDA DORRELL,SAC,2008,G,Secondary Creator/Distributor,-8.317918708141384,-6.776598589205548,533.5999999999999
MEGAN MAHONEY,CON,2007,F,Secondary Creator/Distributor,-8.318755215647005,-5.105455657368009,120.6
JUDY MOSLEY-MCAFEE,SAC,1997,F,Roller/Cutter,-8.31897546365741,3.2530080536729784,289.90000000000003
MICHELE VAN GORP,MIN,2003,C,Interior Primary Option,-8.320871760142072,-2.789599295741819,527.0
LEIGHA BROWN,CON,2023,G,Secondary Creator/Distributor,-8.322890536399145,-25.539996997833462,130.0
NEKESHIA HENDERSON,HOU,2001,G,Spot-up Shooter,-8.33362919645224,-8.995746191714531,179.4
KELLY SANTOS,DET,2002,F,Roller/Cutter,-8.333949981970358,-6.470386775562809,169.2
OLYMPIA SCOTT,IND,2006,C,Roller/Cutter,-8.33660773567307,-14.477952479519448,155.4
MAYA CALDWELL,IND,2023,G,Secondary Creator/Distributor,-8.347220676524941,-11.524978716971114,303.0
QUACY BARNES,SAC,1998,C,Roller/Cutter,-8.348318709712702,-0.4691060117317405,90.1
TAN WHITE,IND,2005,G,Primary On-Ball Creator,-8.351121981134183,-8.440535885334652,690.2
YELENA LEUCHANKA,ATL,2010,C,Roller/Cutter,-8.351966660165278,-11.01222497873028,339.2
TIFFANY JACKSON,TUL,2014,F,Roller/Cutter,-8.364434299473835,-8.710691752033943,70.7
TYE'SHA FLUKER,CHA,2006,C,Roller/Cutter,-8.364625170480648,-7.568989848184505,319.3
KATHRIN RESS,MIN,2007,F,Roller/Cutter,-8.365861510551575,-7.528048574639136,347.2
KAYTE CHRISTENSEN,CHI,2007,F,Roller/Cutter,-8.371198602793273,-6.467251064764246,209.0
KHAYLA POINTER,IND,2022,G,Secondary Creator/Distributor,-8.375844465387335,-17.192813630347587,58.0
AISHA SHEPPARD,LVA,2022,G,Spot-up Shooter,-8.388999457672034,0.7462094151358186,174.79999999999998
LYNETTA KIZER,MIN,2018,F,Roller/Cutter,-8.393084731783201,-2.594339013827067,78.39999999999999
JAMILA WIDEMAN,CLE,1999,G,Secondary Creator/Distributor,-8.424570079564392,-6.419800083097849,365.0
KAMESHA HAIRSTON,CON,2007,F,Secondary Creator/Distributor,-8.42933983451816,-7.96416795076271,141.10000000000002
SYLVIA CRAWLEY,SAN,2003,F,Roller/Cutter,-8.43135890058558,-6.332648063720837,564.3000000000001
TARI PHILLIPS,HOU,2006,PowerF,Roller/Cutter,-8.43805942960713,-12.842358131504458,222.6
COCO MILLER,LAS,2012,G,Secondary Creator/Distributor,-8.457868350407404,-5.534199155805293,141.0
OCTAVIA BLUE,LAS,1998,F,Secondary Creator/Distributor,-8.468884486561137,-4.610072633830092,330.0
BECKY HAMMON,NYL,1999,G,Spot-up Shooter,-8.469257971132182,-6.742550037405359,204.0
MILENA FLORES,MIA,2000,G,Spot-up Shooter,-8.47069940331048,-1.389901075397164,473.6
LA'TANGELA ATKINSON,SAC,2007,SG,Roller/Cutter,-8.473508120871166,-11.46166921409444,216.0
KIA VAUGHN,PHO,2020,C,Roller/Cutter,-8.474470778369756,-0.1734644803587007,415.7999999999999
DALMA IVANYI,UTA,2000,G,Spot-up Shooter,-8.488794854415168,-5.122113226512653,488.7000000000001
CANDICE WIGGINS,LAS,2014,G,Spot-up Shooter,-8.503686246144404,-9.833596358143533,238.0
SHAY MURPHY,CHI,2010,G,Secondary Creator/Distributor,-8.50788712494235,-7.140970194971735,377.0
CRYSTAL LANGHORNE,SEA,2020,PowerF,Roller/Cutter,-8.519437975606397,-3.677404373349128,106.6
KERRI GARDIN,CON,2010,F,Secondary Creator/Distributor,-8.528902491811758,-4.332854147623129,204.99999999999997
ZIA COOKE,LAS,2024,G,Secondary Creator/Distributor,-8.529145313292299,-6.611896145957001,258.1
EBONY HOFFMAN,CON,2014,F,Roller/Cutter,-8.536631315137617,-8.830876914533569,68.0
KELLY SCHUMACHER,IND,2005,C,Roller/Cutter,-8.544265079619922,-10.6353082200101,513.4
JENNIE SIMMS,IND,2017,G,Secondary Creator/Distributor,-8.55191043135097,-17.961405710980333,103.6
GWEN JACKSON,PHO,2005,F,Roller/Cutter,-8.563338421205312,-5.593844438594903,119.9
MIRANDA AYIM,TUL,2011,F,Roller/Cutter,-8.565257083571742,-11.375976309587063,42.3
ARMINTIE HERRINGTON,ATL,2009,G,Roller/Cutter,-8.565533785894852,-9.008992180895788,422.4
DOMINIQUE CANTY,CHI,2011,G,Secondary Creator/Distributor,-8.569271750969476,-6.643634194227779,332.2
TAMARA STOCKS,WAS,2001,PowerF,Roller/Cutter,-8.571679521500672,-14.27625088550219,11.1
NADINE DOMOND,SAC,1998,G,Spot-up Shooter,-8.58509615722155,-2.705350811822033,91.8
KATE PAYE,MIN,2000,G,Spot-up Shooter,-8.596398171354123,-7.1310883587533755,406.0
NIKKI BLUE,NYL,2010,G,Secondary Creator/Distributor,-8.599646742016445,-14.214285024379969,76.5
CIERRA BRAVARD,SEA,2013,F,Spot-up Shooter,-8.600460152593023,-2.9708305002280477,27.0
BLAKE DIETRICK,SEA,2019,G,Secondary Creator/Distributor,-8.601608295020016,-14.805578414542286,105.4
CANDICE WIGGINS,NYL,2015,G,Spot-up Shooter,-8.603512431381704,-9.240511866489808,412.8
NYREE ROBERTS,HOU,1998,C,Roller/Cutter,-8.608506231152896,-19.699626992372263,54.6
KAYLA ALEXANDER,SAN,2013,C,Roller/Cutter,-8.631966927455908,-11.446314554974002,369.6
BERNICE MOSBY,WAS,2008,F,Roller/Cutter,-8.655021207523152,-3.6488973485622727,182.4
KADI SISSOKO,PHO,2023,F,Secondary Creator/Distributor,-8.659997388964744,-0.7521083963768959,336.0
LA'KESHIA FRETT,SAC,2001,F,Roller/Cutter,-8.665558376715731,1.909618141493058,399.0
MICHELLE CAMPBELL,CHI,2013,F,Roller/Cutter,-8.672934104916461,-8.863517518952962,238.7
QUACY BARNES,SEA,2000,C,Interior Primary Option,-8.698917174301965,-4.391332411346422,703.6999999999999
EZINNE KALU,ATL,2024,G,Secondary Creator/Distributor,-8.699607080178,-27.17765952569688,12.7
CHIOMA NNAMAKA,ATL,2008,G,Spot-up Shooter,-8.720569877841731,-22.66063656229163,84.0
TAMICHA JACKSON,POR,2001,G,Secondary Creator/Distributor,-8.722649878933007,-10.239974359077696,496.0
TIFFANY BIAS,DAL,2016,G,Primary On-Ball Creator,-8.72846177282891,-18.93321063458548,64.0
MARION JONES,TUL,2011,G,Roller/Cutter,-8.733603131729042,-13.835652506272492,91.0
TIFFANY MCCAIN,ORL,2001,G,Spot-up Shooter,-8.739173602057852,2.404611554358944,444.8
TRACY REID,PHO,2002,F,Roller/Cutter,-8.74116306362835,-3.966296702394347,420.0
ANGELINA WILLIAMS,PHO,2005,G,Spot-up Shooter,-8.746002472663491,5.204776155027413,147.2
LINDA FROHLICH,NYL,2002,PowerF,Secondary Creator/Distributor,-8.756661074716801,-11.683863952919092,67.2
JAZMON GWATHMEY,IND,2017,G,Spot-up Shooter,-8.765933087403258,-6.3512161460583645,478.80000000000007
TONYA EDWARDS,CHA,2001,G,Secondary Creator/Distributor,-8.766147952633808,-3.7074388319309097,582.4
DIAMOND MILLER,MIN,2024,F,Secondary Creator/Distributor,-8.780663646934038,-19.23448063018831,212.1
DESTANNI HENDERSON,PHO,2023,G,Secondary Creator/Distributor,-8.784399980916273,1.077685453467401,199.5
DONEEKA LEWIS,IND,2008,G,Secondary Creator/Distributor,-8.791460996052066,-12.174466601573862,56.0
SHYRA ELY-GASH,SEA,2007,F,Secondary Creator/Distributor,-8.822643714701721,-10.13721899906751,281.29999999999995
RITA WILLIAMS,HOU,2002,G,Spot-up Shooter,-8.832484304110737,-1.390600269254126,568.4000000000001
SAMANTHA PRAHALIS,LAS,2014,G,Secondary Creator/Distributor,-8.832874619734374,-21.013176943339587,21.2
JAYNETTA SAUNDERS,PHO,2001,F,Roller/Cutter,-8.833242309784122,-5.812458196846224,254.8
COURTNEY COLEMAN,CON,2003,F,Roller/Cutter,-8.840593166187604,-12.59318051164087,142.0
YUKO OGA,PHO,2008,G,Secondary Creator/Distributor,-8.841030461813506,0.647157528066459,179.4
JESSICA MOORE,CON,2012,PowerF,Roller/Cutter,-8.853893224782446,-13.623444897717068,107.2
KARLIE SAMUELSON,SEA,2021,G,Spot-up Shooter,-8.85613642132348,-9.167769572688682,205.8
COURTNEY CLEMENTS,ATL,2013,G,Spot-up Shooter,-8.876245964695022,-8.269590217884161,244.4
DONEEKA LEWIS,TUL,2011,G,Spot-up Shooter,-8.882914538182623,-8.755832351186328,101.0
ERICA MCCALL,IND,2017,F,Roller/Cutter,-8.903772904839851,-20.266406891288632,321.0
JENNIFER DEREVJANIK,CON,2004,G,Spot-up Shooter,-8.911278524696993,-0.9831373204672404,142.6
STACEY LOVELACE,SEA,2000,C,Interior Primary Option,-8.917625855574055,0.1609663994915109,324.3
NIKKI MCCRAY,CHI,2006,G,Secondary Creator/Distributor,-8.925361501390755,-9.382193870437291,82.5
AVERY WARLEY-TALBERT,NYL,2019,C,Roller/Cutter,-8.93217213815729,5.802049569503652,35.400000000000006
MEGAN FRAZEE,SAN,2010,F,Roller/Cutter,-8.94529350213383,-8.54811751179521,101.0
SUE WICKS,NYL,1997,F,Interior Primary Option,-8.949438997287468,-4.875624157927965,330.40000000000003
AMERYST ALSTON,NYL,2016,G,Secondary Creator/Distributor,-8.950116376527243,-103.36055814994909,0.2
WANISHA SMITH,DET,2008,G,Secondary Creator/Distributor,-8.950116376527243,-95.47548469526802,0.2
AARYN ELLENBERG,CHI,2014,G,Secondary Creator/Distributor,-8.950116376527243,-98.62318288595536,1.0
MATEE AJAVON,ATL,2017,G,Secondary Creator/Distributor,-8.951151112609791,-13.109169828260995,251.1
LANEISHEA CAUFIELD,UTA,2002,G,Spot-up Shooter,-8.953411583630388,0.0196850391301405,64.8
KATE STARBIRD,SAC,1999,SG,Secondary Creator/Distributor,-8.954971914179296,-9.39683219624844,213.6
KYSRE GONDREZICK,IND,2021,G,Spot-up Shooter,-8.987542844745237,-11.768150909122545,172.9
KATIE CRONIN,CHI,2006,SG,Secondary Creator/Distributor,-8.999973024288941,-16.219088452038665,133.1
KAYANA TRAYLOR,MIN,2023,G,Secondary Creator/Distributor,-9.009392231241218,-19.021070047534664,35.2
DIANA TAURASI,PHO,2019,G,Primary On-Ball Creator,-9.010572226602008,-11.463818029056494,128.39999999999998
CHAREL ALLEN,SAC,2008,G,Spot-up Shooter,-9.023240490841689,-21.220906861856765,49.2
TAJAMA ABRAHAM,SAC,1997,C,Interior Primary Option,-9.044531474389053,-5.925555440307382,411.6
SVETLANA ABROSIMOVA,SEA,2012,F,Secondary Creator/Distributor,-9.055335045986736,-7.221206873087112,328.7
JOYNER HOLMES,CON,2022,F,Secondary Creator/Distributor,-9.065854372235819,-12.576335617665656,205.4
GERGANA BRANZOVA,DET,1998,F,Roller/Cutter,-9.092409475762599,-14.305024234750844,202.8
NIKKI BLUE,WAS,2009,G,Secondary Creator/Distributor,-9.11946405260589,-7.287439716274983,91.2
EDNA CAMPBELL,SAN,2005,G,Secondary Creator/Distributor,-9.129953077821606,-8.573364824001592,249.2
CATARINA POLLINI,HOU,1997,F,Roller/Cutter,-9.137200432329058,-10.486347445540016,93.6
SHONA THORBURN,MIN,2006,G,Secondary Creator/Distributor,-9.138152534501147,-1.339402882294128,143.0
SHANTIA OWENS,MIA,2000,F,Roller/Cutter,-9.150185174641578,-6.233188159533246,607.6
NATASHA LACY,CON,2013,G,Roller/Cutter,-9.165722745536485,7.951405812134137,49.5
TRACY REID,CHA,1999,F,Interior Primary Option,-9.179536930237228,-1.9231864101835792,155.0
SYDNEY CARTER,IND,2014,G,Secondary Creator/Distributor,-9.180348466821497,-13.178400759499429,278.3
ASIA TAYLOR,IND,2018,F,Secondary Creator/Distributor,-9.189042833799647,-6.8642279607428645,116.20000000000002
TYRESA SMITH,DET,2007,F,Roller/Cutter,-9.203558941319022,-10.739204955162394,7.2
ANDREA RILEY,TUL,2011,G,Primary On-Ball Creator,-9.207397266351602,-5.250051805951821,627.0
SAMANTHA LOGIC,SAN,2015,G,Spot-up Shooter,-9.212719575703343,-7.74942970289443,342.9
JENNY MOWE,POR,2001,C,Roller/Cutter,-9.216082459821061,-17.85535672505137,16.0
BRANDY REED,PHO,2002,F,Perimeter-Oriented Big/Wing,-9.227531136474155,-5.947746278318649,85.5
ANGELINA WOLVERT,CLE,2001,PowerF,Roller/Cutter,-9.232444965512132,-4.233578294395691,4.9
KELSEY BONE,PHO,2016,C,Interior Primary Option,-9.242798863317306,-15.644242210511988,527.0
BETH CUNNINGHAM,WAS,2000,G,Spot-up Shooter,-9.24615655507546,-7.867768521019644,199.5
RESHANDA GRAY,LAS,2020,F,Roller/Cutter,-9.262979712512168,-8.64754888675632,63.0
MORGAN TUCK,SEA,2020,F,Spot-up Shooter,-9.273754578565297,-15.630675203295873,88.0
KATE PAYE,SEA,2002,G,Spot-up Shooter,-9.277045302138045,-17.02739946884014,112.1
MANDISA STEVENSON,SEA,2005,PowerF,Roller/Cutter,-9.278199833120205,-24.385845635665618,53.2
OLAYINKA SANNI,PHO,2011,PowerF,Roller/Cutter,-9.28173380365083,-24.848188411551945,72.8
TYE'SHA FLUKER,LAS,2007,C,Roller/Cutter,-9.282556273768092,-14.96928084619714,144.9
SHEA MAHONEY,NYL,2000,F,Secondary Creator/Distributor,-9.284075430531953,-10.170929561841282,157.5
TAN WHITE,CON,2013,G,Primary On-Ball Creator,-9.296747088118364,-4.074795502017747,550.0
MARKITA ALDRIDGE,WAS,1999,G,Secondary Creator/Distributor,-9.314441687522296,-8.25909238571716,378.2
EDWINA BROWN,PHO,2003,SG,Secondary Creator/Distributor,-9.317759900035476,-2.1599496829003657,527.0
KASHA TERRY,IND,2007,PowerF,Roller/Cutter,-9.319072361454912,-13.031198647722244,54.0
KARLIE SAMUELSON,PHO,2022,G,Spot-up Shooter,-9.319480099272281,-30.761241149316582,10.2
POLLYANNA JOHNS KIMBROUGH,CLE,2001,C,Roller/Cutter,-9.36344191494376,2.8297908161296643,118.8
AMBER JACOBS,MIN,2007,G,Spot-up Shooter,-9.364974510675586,-12.575518976267478,327.70000000000005
ADRIAN WILLIAMS-STRONG,PHO,2001,PowerF,Roller/Cutter,-9.369816623528674,-16.475979945582953,375.0
NICOLE KUBIK,PHO,2000,G,Secondary Creator/Distributor,-9.374402730090813,4.429483204034733,19.6
CHANTELLE ANDERSON,SAN,2005,C,Roller/Cutter,-9.382209415464672,-2.1236452668644836,666.4000000000001
KAILA CHARLES,SEA,2023,SG,Roller/Cutter,-9.3904538635852,-0.0081343362806569,41.2
CHLOE JACKSON,CHI,2019,G,Roller/Cutter,-9.392716088992639,-20.094393641778694,32.0
LATONYA JOHNSON,UTA,2001,F,Spot-up Shooter,-9.397390559844032,-0.2051042997530929,228.8
ANGIE BJORKLUND,CHI,2011,F,Spot-up Shooter,-9.39978304871598,-6.90902958217384,43.4
RESHANDA GRAY,PHO,2022,F,Roller/Cutter,-9.403163029464373,-7.215865256872897,237.6
