Player,Year,Pos,Archetype,BPM,RAPM
KALANA GREENE,2013,G,Secondary Creator/Distributor,-4.525788296562445,-4.992879496369003
AMBER HALL,2002,F,Roller/Cutter,-4.529490836024326,-3.697319998993975
LATOYA SANDERS,2018,PowerF,Roller/Cutter,-4.52960177706346,0.4201558069001967
MICHELLE BROGAN,2000,F,Roller/Cutter,-4.531599378395163,1.0091569523571757
LATOYA SANDERS,2008,PowerF,Roller/Cutter,-4.531831364887553,0.24463165028548928
RACHEL BANHAM,2024,G,Spot-up Shooter,-4.532969619646432,-2.2991664258472584
CAPPIE PONDEXTER,2006,G,Primary On-Ball Creator,-4.533054266439429,-8.415565036614703
TYASHA HARRIS,2021,G,Secondary Creator/Distributor,-4.5352057600348,1.9507323347704446
EBONY HOFFMAN,2004,F,Secondary Creator/Distributor,-4.537784286948646,10.049673123784762
ASJHA JONES,2008,F,Perimeter-Oriented Big/Wing,-4.543533765331036,-0.2904505679528939
TINA CHARLES,2015,C,Perimeter-Oriented Big/Wing,-4.546951279850031,-2.0633916022646956
COURTNEY VANDERSLOOT,2015,G,Primary On-Ball Creator,-4.547037807828549,-2.519545214396728
JENNIFER RIZZOTTI,1999,G,Spot-up Shooter,-4.548770346336763,2.1704946694102567
NIELE IVEY,2001,G,Spot-up Shooter,-4.548901382033681,-2.142082717883071
VICTORIA VIVIANS,2023,SG,Spot-up Shooter,-4.548952682435752,-6.335114852417764
JASMINE THOMAS,2020,G,Primary On-Ball Creator,-4.5490069046691035,5.740512705745788
JEWELL LOYD,2019,G,Primary On-Ball Creator,-4.554562922633183,4.857250660217607
RUTHY HEBARD,2023,F,Roller/Cutter,-4.5549250026567565,-4.63998464533287
TAMIKA WHITMORE,2007,F,Perimeter-Oriented Big/Wing,-4.555803388879195,-0.39032306968311414
KAYLA MCBRIDE,2020,G,Primary On-Ball Creator,-4.558276131758895,-3.643345125433508
CAPPIE PONDEXTER,2013,G,Primary On-Ball Creator,-4.5588746208334054,-2.3359709417655665
JENNIFER GILLOM,1997,PowerF,Perimeter-Oriented Big/Wing,-4.559683798804834,0.9053218138957251
BARBARA TURNER,2009,SG,Spot-up Shooter,-4.564277763688145,-11.35224530867291
RACHEL BANHAM,2020,G,Spot-up Shooter,-4.573064531358416,5.552301941980129
YOLANDA MOORE,1999,PowerF,Roller/Cutter,-4.576438050602813,-19.677059334831313
ERIN THORN,2010,G,Spot-up Shooter,-4.584249469124952,-0.8129011282560563
SUG SUTTON,2024,G,Secondary Creator/Distributor,-4.584570210483259,-4.417462401177082
JACKI GEMELOS,2020,G,Spot-up Shooter,-4.5899181232784905,5.32901513627026
PAM MCGEE,1997,PowerF,Interior Primary Option,-4.592144793900657,-8.621088975775027
MARION JONES,2010,G,Roller/Cutter,-4.5950967062920896,-5.232673822927179
EZI MAGBEGOR,2020,PowerF,Roller/Cutter,-4.59520756652992,-3.034339925979324
ALYSSA THOMAS,2020,F,Interior Primary Option,-4.596104852035334,-1.6298825761087952
JASMINE THOMAS,2015,G,Primary On-Ball Creator,-4.596287062284688,-1.7549531757682997
K.B. SHARP,2003,G,Secondary Creator/Distributor,-4.600763459920721,-6.535180304552691
KHAYLA POINTER,2022,G,Secondary Creator/Distributor,-4.600882916491477,22.29832611103453
BRIDGET PETTIS,1999,G,Spot-up Shooter,-4.601150881725729,0.7414389745193217
ANETE JEKABSONE-ZOGOTA,2009,G,Spot-up Shooter,-4.601312533333284,-3.7390308521399
ODYSSEY SIMS,2021,G,Secondary Creator/Distributor,-4.601530111065006,-8.317358300746257
CHRISTI THOMAS,2004,PowerF,Roller/Cutter,-4.602763371893647,-1.3125133054690856
CAPPIE PONDEXTER,2015,G,Primary On-Ball Creator,-4.606063256375513,0.4168012279262321
AVERY WARLEY-TALBERT,2014,C,Roller/Cutter,-4.60906204309801,-9.580313717137182
ERICA WHEELER,2023,G,Primary On-Ball Creator,-4.610713454179488,-3.7189852886232435
REHEMA STEPHENS,1998,G,Primary On-Ball Creator,-4.613946425136723,-16.305452236121894
LEILANI MITCHELL,2010,G,Spot-up Shooter,-4.6145064359882255,-0.18267806167025746
LATASHA BYEARS,2001,SG,Interior Primary Option,-4.615057527199495,-0.09890647274000353
CRYSTAL DANGERFIELD,2023,G,Secondary Creator/Distributor,-4.615678691003521,-1.2875150138991356
JENNA O'HEA,2016,F,Spot-up Shooter,-4.6174703808522395,-0.4363592759551454
TARI PHILLIPS,2007,PowerF,Roller/Cutter,-4.618738590006452,-14.489570425156765
SOPHIA WITHERSPOON,1998,G,Primary On-Ball Creator,-4.619368801540695,3.6510276713829195
JENNIFER DEREVJANIK,2008,G,Secondary Creator/Distributor,-4.6249342388178,-22.88810619031884
SYDNEY COLSON,2011,G,Secondary Creator/Distributor,-4.626297917275858,-9.08683964551783
ALLIE QUIGLEY,2019,G,Spot-up Shooter,-4.628363483465309,0.7626737356950706
ANDREA GARNER,2000,PowerF,Roller/Cutter,-4.630195904796432,-6.888314856053675
MAYA MOORE,2018,F,Primary On-Ball Creator,-4.631299503682078,4.156527898597643
ELAINE POWELL,2000,G,Secondary Creator/Distributor,-4.631360875986353,-5.1141396280341604
NNEKA OGWUMIKE,2018,F,Interior Primary Option,-4.631556488149473,1.4764131634082218
DANA EVANS,2023,G,Primary On-Ball Creator,-4.631632452092214,5.539099476597041
ANNA CRUZ,2015,G,Secondary Creator/Distributor,-4.631855540611088,-1.2850960540448364
KELLY MILLER,2001,G,Spot-up Shooter,-4.639566362981558,1.058960661238248
SHAMEKA CHRISTON,2006,G,Primary On-Ball Creator,-4.640300994323158,-3.101078072038905
MARISSA COLEMAN,2011,SG,Spot-up Shooter,-4.64074086646714,-7.525083128960419
TEMEKA JOHNSON,2013,G,Primary On-Ball Creator,-4.6412091884727555,-4.310484384376797
LINDSAY ALLEN,2018,G,Secondary Creator/Distributor,-4.642169467405475,2.071140217507595
ERIKA DE SOUZA,2011,PowerF,Interior Primary Option,-4.6454443660334945,-0.28952419776559957
JISU PARK,2021,C,Roller/Cutter,-4.646159214285771,2.0037562716724917
DENA HEAD,2000,G,Secondary Creator/Distributor,-4.648635755270881,3.196913297867866
DAWN STALEY,2002,G,Primary On-Ball Creator,-4.649036602739681,-1.3829913341430762
NATALIE ACHONWA,2016,F,Roller/Cutter,-4.649925905586686,6.784380099928011
JORDAN HOOPER,2017,F,Spot-up Shooter,-4.652120931521927,-4.280993719166281
SAMI WHITCOMB,2018,G,Spot-up Shooter,-4.65347460327949,-7.183815062057769
TANGELA SMITH,2000,C,Perimeter-Oriented Big/Wing,-4.657921809747233,-1.0786803675281245
KIAH STOKES,2024,C,Spot-up Shooter,-4.661889827558481,5.304373566946328
JASMINE THOMAS,2017,G,Primary On-Ball Creator,-4.663742632206853,2.0116288363493364
JESSICA MOORE,2005,PowerF,Roller/Cutter,-4.672702024746205,-11.465838180827461
WANDA GUYTON,1997,C,Roller/Cutter,-4.674138769576664,-6.644484454999778
ICISS TILLIS,2007,PowerF,Roller/Cutter,-4.674236863679671,-2.851163034547702
LE'COE WILLINGHAM,2012,F,Spot-up Shooter,-4.674953120130618,3.333417026168571
ASTOU NDOUR-FALL,2018,PowerF,Roller/Cutter,-4.678074918725438,-12.004877194988445
CHAMIQUE HOLDSCLAW,2001,F,Perimeter-Oriented Big/Wing,-4.68328074132827,4.941886817382118
EVA NEMCOVA,1999,F,Primary On-Ball Creator,-4.684545681257147,-0.1457665029530565
ALYSSA THOMAS,2018,F,Interior Primary Option,-4.686927651504204,4.452928416177071
SUE BIRD,2018,G,Spot-up Shooter,-4.6870531723125906,1.5042812698080206
KRISTEN RASMUSSEN,2007,F,Secondary Creator/Distributor,-4.68828308746807,-7.870536904057287
KAHLEAH COPPER,2024,SG,Primary On-Ball Creator,-4.6883298181918285,-6.256693441653233
CRYSTAL SMITH,2007,G,Spot-up Shooter,-4.689478200687066,0.48948802241138667
THERESA PLAISANCE,2017,F,Spot-up Shooter,-4.689798337524432,0.648117456587321
STEPHANIE TALBOT,2024,F,Secondary Creator/Distributor,-4.692003290624897,-5.854343169125315
NNEKA OGWUMIKE,2012,F,Interior Primary Option,-4.692820314891862,2.4757241009265587
A'JA WILSON,2018,C,Perimeter-Oriented Big/Wing,-4.69283409622196,-2.588143573771989
ALLISHA GRAY,2022,G,Primary On-Ball Creator,-4.6929388687935125,-1.6904908215491052
ELENA BARANOVA,1999,F,Spot-up Shooter,-4.693736854179494,-5.927871085752164
MYISHA HINES-ALLEN,2019,F,Secondary Creator/Distributor,-4.697798181690714,0.7584536394276102
MAGGIE LUCAS,2015,G,Spot-up Shooter,-4.703792522689548,-5.464492865127409
NYKESHA SALES,2004,SG,Primary On-Ball Creator,-4.704277016610216,1.3925139580160855
ALEXIS HORNBUCKLE,2011,G,Spot-up Shooter,-4.708468650528076,-6.695317643782088
KIMBERLY BECK,2008,G,Spot-up Shooter,-4.711867860117542,-11.825256105062854
MICHAELA ONYENWERE,2024,F,Secondary Creator/Distributor,-4.713241817847212,2.089674760659585
SHONI SCHIMMEL,2014,G,Primary On-Ball Creator,-4.716133437213324,4.950178688470035
KELLEY GIBSON,2002,SG,Spot-up Shooter,-4.717763545586989,-3.420390410697267
RACHEL BANHAM,2017,G,Spot-up Shooter,-4.718122309335646,-14.235045034450518
EDNA CAMPBELL,2004,G,Spot-up Shooter,-4.719270512867386,12.225008225926265
ALEX MONTGOMERY,2017,SG,Spot-up Shooter,-4.722628491403963,-1.8430504915558905
CANDACE PARKER,2019,PowerF,Perimeter-Oriented Big/Wing,-4.723146415263422,-2.2266676528420497
MATEE AJAVON,2010,G,Primary On-Ball Creator,-4.724482385672073,5.125802947474092
LAUREN JACKSON,2009,PowerF,Perimeter-Oriented Big/Wing,-4.725239235283245,2.1163824529066497
MARISSA COLEMAN,2010,SG,Spot-up Shooter,-4.726510131591635,1.6163341266749032
ANNIE BURGESS,2003,G,Secondary Creator/Distributor,-4.727010057001484,-8.109485055285905
JEANETTE POHLEN-MAVUNGA,2011,G,Spot-up Shooter,-4.7281029582883685,0.12412631783412209
DOMINIQUE CANTY,2006,G,Interior Primary Option,-4.728741206230138,-1.2069566153003564
TAMMI REISS,1997,G,Spot-up Shooter,-4.729461760671803,-9.422278990859132
LATASHA BYEARS,2007,SG,Roller/Cutter,-4.731423706177589,-4.158300676586076
BRIDGETTE GORDON,1998,F,Roller/Cutter,-4.731992676992762,-10.426307559513512
KIESHA BROWN,2008,G,Spot-up Shooter,-4.732549242373873,-3.367518205036512
ERIKA DE SOUZA,2012,PowerF,Interior Primary Option,-4.733555678799235,6.559081710644628
ALESSANDRA SANTOS DE OLIVE,1998,C,Interior Primary Option,-4.734139277543423,-6.361041443208714
CAPPIE PONDEXTER,2018,G,Secondary Creator/Distributor,-4.735329510053745,-10.103860244418446
DAWN STALEY,2006,G,Spot-up Shooter,-4.736743880113414,4.882177307541422
JAZMINE JONES,2020,G,Primary On-Ball Creator,-4.737903580647852,-8.67133752755116
NADINE MALCOLM,2001,F,Secondary Creator/Distributor,-4.739041899381396,-1.6217659324707638
LEXIE HULL,2022,G,Secondary Creator/Distributor,-4.739084861500379,-5.641132004216006
KELSEY PLUM,2017,G,Primary On-Ball Creator,-4.739653034783385,-0.8075181506355444
KIESHA BROWN,2003,G,Spot-up Shooter,-4.745035003444379,-6.594286758653224
SONIA CHASE,1999,G,Spot-up Shooter,-4.7487556279268155,-5.79425126118501
SANDY BRONDELLO,1999,G,Primary On-Ball Creator,-4.750381617478073,1.2937899980537115
ALLIE QUIGLEY,2016,G,Primary On-Ball Creator,-4.752303669792372,4.051893694189873
JUDY MOSLEY-MCAFEE,1997,F,Roller/Cutter,-4.753295428736205,1.5369501975203987
NAKIA SANFORD,2004,PowerF,Roller/Cutter,-4.753932868122037,0.7312912153996418
SHEKINNA STRICKLEN,2021,F,Spot-up Shooter,-4.756903618693715,4.962258864955833
KIAH STOKES,2021,C,Roller/Cutter,-4.760081757140648,1.5886697951665523
KELLY MILLER,2004,G,Primary On-Ball Creator,-4.761235403423904,-2.137756673942341
KRISTI TOLIVER,2014,G,Primary On-Ball Creator,-4.7615645614880515,-1.0470056246611683
JENNIFER GILLOM,1999,PowerF,Perimeter-Oriented Big/Wing,-4.763061480222147,-3.188160274524556
ERIKA DE SOUZA,2014,PowerF,Interior Primary Option,-4.763550224796971,6.215471624195598
CHASITY MELVIN,2001,PowerF,Interior Primary Option,-4.764697987174193,-4.917916807327517
BRIA HARTLEY,2018,G,Primary On-Ball Creator,-4.765041960996986,-3.21842043506068
MARLIES ASKAMP,2001,C,Roller/Cutter,-4.773145294912279,-6.762755676078169
ANDREA LLOYD-CURRY,2000,F,Spot-up Shooter,-4.775306541174756,7.8713324261254005
SHAMEKA CHRISTON,2013,G,Spot-up Shooter,-4.778817180895231,0.47237692900165396
STACY CLINESMITH,2000,G,Spot-up Shooter,-4.782869979177615,1.3446761412277932
RENEE MONTGOMERY,2016,G,Primary On-Ball Creator,-4.785800564075328,10.909303895518969
SHYRA ELY-GASH,2009,F,Secondary Creator/Distributor,-4.787328652897961,-3.9011290163369177
TAN WHITE,2009,G,Spot-up Shooter,-4.787559245704873,-3.3831113809058517
MARISSA COLEMAN,2015,SG,Primary On-Ball Creator,-4.789028036729891,-3.082249701113752
LINDSAY ALLEN,2023,G,Secondary Creator/Distributor,-4.790602117867257,0.9222297796618192
STACEY LOVELACE,2000,C,Interior Primary Option,-4.7936740351488805,-5.520004428375427
EVA NEMCOVA,1998,F,Secondary Creator/Distributor,-4.795883952018524,1.980892477413652
ALEX BENTLEY,2015,G,Primary On-Ball Creator,-4.796722647957123,-2.7782817206464117
JESSICA MOORE,2007,PowerF,Roller/Cutter,-4.801491135664395,-3.9430149969907675
TIFFANY MITCHELL,2016,G,Primary On-Ball Creator,-4.801975841538246,-0.39453975613064274
CECILIA ZANDALASINI,2018,F,Secondary Creator/Distributor,-4.8036941069308385,5.787786491708049
MERLAKIA JONES,1997,G,Perimeter-Oriented Big/Wing,-4.808902895220378,-1.9165188553828076
AVERY WARLEY-TALBERT,2012,C,Roller/Cutter,-4.8122403607584685,-0.5003043610820352
BRITTNEY GRINER,2024,C,Perimeter-Oriented Big/Wing,-4.815158871274427,0.46062510985300387
NIELE IVEY,2002,G,Spot-up Shooter,-4.821905942136391,-5.72581754315797
JAYNE APPEL MARINELLI,2014,C,Roller/Cutter,-4.824352137439148,-8.617126446452012
TRACY REID,2002,F,Roller/Cutter,-4.825255215401667,-4.6201903812299765
KATY STEDING,2000,F,Spot-up Shooter,-4.827239342988866,-13.321952604160497
JESSICA DAVENPORT,2007,C,Interior Primary Option,-4.827749140783804,-3.738634442711742
TAYLER HILL,2018,G,Spot-up Shooter,-4.829727608126351,-6.547460979466366
ADRIENNE GOODSON,2003,F,Perimeter-Oriented Big/Wing,-4.831477586448935,2.2045707416297007
BARBARA TURNER,2007,SG,Secondary Creator/Distributor,-4.835526147200668,-14.977975767445233
AMANDA LASSITER,2003,F,Spot-up Shooter,-4.835980168280305,3.3013610927136163
EMMA CANNON,2017,F,Roller/Cutter,-4.837249330276105,-3.704452591039469
EPIPHANNY PRINCE,2012,G,Primary On-Ball Creator,-4.837809569161415,-1.4164856787309565
ASJHA JONES,2004,F,Interior Primary Option,-4.840260450827845,7.28509862001338
JANEL MCCARVILLE,2006,PowerF,Roller/Cutter,-4.840654018629415,-0.32779523184254655
BRIA HARTLEY,2014,G,Primary On-Ball Creator,-4.842036228417956,-3.896483091782472
TARI PHILLIPS,2006,PowerF,Roller/Cutter,-4.842050900757397,-15.948374950916564
AMBER HARRIS,2013,F,Secondary Creator/Distributor,-4.842052416890413,-4.053958711289823
JULIE ALLEMAND,2020,G,Spot-up Shooter,-4.842718767776696,-9.06126722776172
UKARI FIGGS,1999,G,Spot-up Shooter,-4.844554046569179,-6.332380494186094
TRICIA BADER BINFORD,1998,G,Spot-up Shooter,-4.848732190811194,-8.712234854395481
TINA THOMPSON,1999,F,Primary On-Ball Creator,-4.851815934908842,8.763677887544782
JIA PERKINS,2010,G,Primary On-Ball Creator,-4.854284565875776,-0.4390553505967576
SHAVONTE ZELLOUS,2014,G,Primary On-Ball Creator,-4.854773561882468,1.3423517236742044
KRYSTAL THOMAS,2017,C,Roller/Cutter,-4.85488447709966,3.6892030708829355
CHRISTI THOMAS,2008,PowerF,Roller/Cutter,-4.855812704249798,7.811739739926348
SCHOLANDA DORRELL,2012,G,Spot-up Shooter,-4.857156700846529,-5.908856411761473
RACHEL JARRY,2013,F,Secondary Creator/Distributor,-4.858607916504793,-18.71192020350439
SWIN CASH,2013,F,Secondary Creator/Distributor,-4.862905202823942,4.956977484240019
MICHELLE SNOW,2008,C,Interior Primary Option,-4.871497374121302,2.1767978954419527
BARBARA FARRIS,2009,PowerF,Roller/Cutter,-4.87250751469902,4.863604089527559
MONICA LAMB,2000,C,Roller/Cutter,-4.873463252242218,-16.38764508790358
SANDORA IRVIN,2008,F,Roller/Cutter,-4.874977384315259,-23.595120926270997
CAPPIE PONDEXTER,2008,G,Primary On-Ball Creator,-4.880098350775554,-4.217401174100938
KRISTI HARROWER,2009,G,Secondary Creator/Distributor,-4.880818229543811,0.44314238462184274
STEFANIE DOLSON,2023,C,Secondary Creator/Distributor,-4.882465180801466,-0.2683145890693508
DANIELLE MCCRAY,2014,F,Secondary Creator/Distributor,-4.884290845834741,1.1617463300323032
HAMCHETOU MAIGA-BA,2006,F,Roller/Cutter,-4.885323239660223,-1.007807749187956
TAJ MCWILLIAMS-FRANKLIN,2002,PowerF,Roller/Cutter,-4.886657751823231,-12.135855697395643
TIANNA HAWKINS,2019,F,Interior Primary Option,-4.892100615714344,-13.441218437001575
TEANA MILLER,2004,C,Interior Primary Option,-4.892445411507462,-15.215713830722255
TAMIKA RAYMOND,2007,F,Roller/Cutter,-4.894930169042553,6.5394296344829055
HAMCHETOU MAIGA-BA,2010,F,Roller/Cutter,-4.900088661346365,-0.2562482279882978
KASHA TERRY,2008,PowerF,Interior Primary Option,-4.902068954930606,-6.0781749030749435
ERICA WHEELER,2022,G,Primary On-Ball Creator,-4.906263940077517,5.945079602990241
BROOKE WYCKOFF,2003,F,Spot-up Shooter,-4.906608311934973,-8.61514448009908
RHONDA BLADES,1998,G,Spot-up Shooter,-4.906952852684495,-2.5686370887862813
DELISHA MILTON-JONES,2013,F,Secondary Creator/Distributor,-4.908993475615439,-12.137734554395024
NATALIE WILLIAMS,2003,C,Interior Primary Option,-4.909138018439561,-2.66135302386831
JORDAN HORSTON,2024,F,Secondary Creator/Distributor,-4.91071282933077,-7.8545643523482465
SYLVIA FOWLES,2017,C,Interior Primary Option,-4.91279229394304,3.7487181777088847
BECKY HAMMON,2011,G,Primary On-Ball Creator,-4.913967725975087,2.8948733694479607
BRIA HARTLEY,2016,G,Primary On-Ball Creator,-4.913990291716929,6.0967325358779725
MICHELLE EDWARDS,1997,G,Primary On-Ball Creator,-4.915593465929961,2.840252600085155
ALISA BURRAS,2001,C,Interior Primary Option,-4.916427403762087,-5.3622135384674126
ADRIAN WILLIAMS-STRONG,2007,PowerF,Roller/Cutter,-4.916434985111926,-4.781654820940679
CHELSEA GRAY,2017,G,Primary On-Ball Creator,-4.9177998703457035,3.914910500686693
MARKITA ALDRIDGE,1999,G,Secondary Creator/Distributor,-4.91890548525329,0.97391596259143
PLENETTE PIERSON,2006,F,Interior Primary Option,-4.922639456713633,-1.564869198814939
TYNESHA LEWIS,2004,G,Primary On-Ball Creator,-4.926449033089593,-9.020579753781831
SHATORI WALKER-KIMBROUGH,2022,G,Secondary Creator/Distributor,-4.927155280104932,8.306247287135736
MONICA WRIGHT,2016,G,Secondary Creator/Distributor,-4.930554939188432,10.440060855326621
BRITTANY BOYD-JONES,2015,G,Primary On-Ball Creator,-4.931389723382295,2.948980829261348
DIANA TAURASI,2017,G,Primary On-Ball Creator,-4.931635616348354,-3.42372460539855
QUACY BARNES,2000,C,Interior Primary Option,-4.931816278119644,-0.30683927558583424
DELISHA MILTON-JONES,2005,F,Primary On-Ball Creator,-4.933693174975306,-4.519629871593167
ARIEL ATKINS,2018,G,Primary On-Ball Creator,-4.935232421818571,3.1208317144908837
TIFFANY HAYES,2013,G,Primary On-Ball Creator,-4.935606870906959,3.21058943371412
KAYLA THORNTON,2024,F,Spot-up Shooter,-4.936871176409836,4.121743593233677
SEIMONE AUGUSTUS,2016,SG,Perimeter-Oriented Big/Wing,-4.939385875457764,-7.990337668289255
ELENA DELLE DONNE,2023,SG,Perimeter-Oriented Big/Wing,-4.941593693964691,6.714081387971694
TAJAMA ABRAHAM,1997,C,Interior Primary Option,-4.9417953772602194,-3.48260270423571
AMAYA VALDEMORO,2000,F,Spot-up Shooter,-4.944689819413427,-2.0910781132805916
KALANA GREENE,2012,G,Secondary Creator/Distributor,-4.950465371587725,3.234441062468374
NIKKI TEASLEY,2004,G,Spot-up Shooter,-4.9511066686691505,3.55717688802308
TAN WHITE,2013,G,Primary On-Ball Creator,-4.95157387131799,5.419178269800971
NAZ HILLMON,2022,F,Roller/Cutter,-4.951706356083841,-3.7473642547136388
BARBARA FARRIS,2005,PowerF,Roller/Cutter,-4.9556474127282675,5.869697547461328
MATEE AJAVON,2009,G,Primary On-Ball Creator,-4.957273371441987,4.032477083198923
BRIA HARTLEY,2019,G,Primary On-Ball Creator,-4.9585898905536965,-10.168035839237138
LINDSEY HARDING,2008,G,Secondary Creator/Distributor,-4.962671889818779,-7.607872512130645
SHATORI WALKER-KIMBROUGH,2019,G,Secondary Creator/Distributor,-4.963647786005005,-2.0218172485046693
TAMMY SUTTON-BROWN,2010,C,Roller/Cutter,-4.968386197361942,4.653129381285678
TANGELA SMITH,2003,C,Perimeter-Oriented Big/Wing,-4.968401385309155,2.1232961002619977
KATE STARBIRD,1999,SG,Secondary Creator/Distributor,-4.969985221739251,-2.16621844330137
SLOBODANKA TUVIC,2002,C,Interior Primary Option,-4.970743349122104,-0.9478904472475721
JESSICA MOORE,2011,PowerF,Roller/Cutter,-4.9729737660250715,3.2025218570381906
KELLY MILLER,2005,G,Spot-up Shooter,-4.973310706939344,-4.670729970652188
ALYSHA CLARK,2015,F,Spot-up Shooter,-4.982193216509553,-10.977768549794376
BETTY LENNOX,2009,G,Primary On-Ball Creator,-4.987922089309938,4.198123570896836
JESSIE HICKS,2004,PowerF,Interior Primary Option,-4.99219256532894,-3.2527821772042858
DEBBIE BLACK,2001,G,Secondary Creator/Distributor,-4.992354533605807,5.954365439863052
MARISSA COLEMAN,2016,SG,Spot-up Shooter,-4.993262480244615,5.6378596278014195
IZIANE CASTRO MARQUES,2012,SG,Secondary Creator/Distributor,-4.997725523612577,-5.0208013088872185
TAN WHITE,2014,G,Spot-up Shooter,-4.998603034860213,0.3586203305391886
ARIKE OGUNBOWALE,2019,G,Primary On-Ball Creator,-4.999754276848799,1.5199208739371375
AYANA WALKER,2007,F,Roller/Cutter,-5.0007144890730215,-14.725214721990199
MONIQUE CURRIE,2015,F,Secondary Creator/Distributor,-5.003087878769601,-1.0440227367963915
KARA BRAXTON,2014,PowerF,Interior Primary Option,-5.003616861331741,25.164219560860175
RASHANDA MCCANTS,2010,F,Spot-up Shooter,-5.004164166340003,-15.002808455671804
CINTIA DOS SANTOS,2002,C,Roller/Cutter,-5.005178308391144,-10.932206535070812
MARISSA COLEMAN,2013,SG,Spot-up Shooter,-5.006012832101148,-1.7223522198326164
CYNTHIA COOPER,1997,G,Primary On-Ball Creator,-5.007635013040945,8.071906172530868
JENNY MOWE,2003,C,Roller/Cutter,-5.008655336700482,-34.9876191682514
NAKIA SANFORD,2006,PowerF,Interior Primary Option,-5.01169076798096,0.13434433898396958
NATISHA HIEDEMAN,2024,G,Secondary Creator/Distributor,-5.012053047838083,-7.757253478434887
LEILANI MITCHELL,2008,G,Secondary Creator/Distributor,-5.01285942169036,0.9744926765827948
RONEEKA HODGES,2013,G,Spot-up Shooter,-5.019110058232623,4.000906130843568
CHINEY OGWUMIKE,2014,PowerF,Interior Primary Option,-5.022111127980857,-1.5419726702701588
KENDRA WECKER,2006,F,Secondary Creator/Distributor,-5.025290834152134,-7.338098608958357
KELSEY MITCHELL,2021,G,Primary On-Ball Creator,-5.029650174745491,-2.245507229005903
NYARA SABALLY,2024,C,Roller/Cutter,-5.029659135158978,-2.305135748752399
VERONICA BURTON,2022,G,Secondary Creator/Distributor,-5.031976005142084,-0.7346224373322494
LAUREN JACKSON,2002,PowerF,Perimeter-Oriented Big/Wing,-5.032603648441872,-2.13309998596476
BARBARA FARRIS,2001,PowerF,Roller/Cutter,-5.033161990172255,-7.347638791555634
MATEE AJAVON,2014,G,Secondary Creator/Distributor,-5.036668389572945,-15.815857453781831
ALAINA COATES,2020,C,Roller/Cutter,-5.050660924966847,4.066912069449649
MONIQUE CURRIE,2017,F,Primary On-Ball Creator,-5.0515996592719885,-8.668035253078642
JOYNER HOLMES,2023,F,Secondary Creator/Distributor,-5.052128019825913,-10.792093943074768
BRIANN JANUARY,2021,G,Secondary Creator/Distributor,-5.052576927793725,-0.5310164476352988
BASHAARA GRAVES,2016,F,Roller/Cutter,-5.053243968634854,-8.469829478403204
STEPHANIE TALBOT,2022,F,Spot-up Shooter,-5.057384937884419,2.9111507930639893
ELENA DELLE DONNE,2014,SG,Perimeter-Oriented Big/Wing,-5.06105203753381,2.0726851113877975
REBEKKAH BRUNSON,2008,F,Interior Primary Option,-5.061575001016959,-0.10412753234415661
UKARI FIGGS,2000,G,Spot-up Shooter,-5.0617835634526225,4.625412839667213
JESSICA DAVENPORT,2010,C,Interior Primary Option,-5.06227087124572,-2.843162434834835
GEORGIA SCHWEITZER,2001,SG,Spot-up Shooter,-5.069179533814461,-2.340912078621616
MICHAELA ONYENWERE,2023,F,Secondary Creator/Distributor,-5.071314381735375,-1.96021710261069
JAMILA WIDEMAN,1999,G,Secondary Creator/Distributor,-5.073665622156363,2.847647568800147
KORIE HLEDE,1999,G,Primary On-Ball Creator,-5.0754290823761865,-4.547928772017152
BRIA HOLMES,2017,G,Secondary Creator/Distributor,-5.076472662219064,-0.16473829080832614
ALESSANDRA SANTOS DE OLIVE,2001,C,Roller/Cutter,-5.081455623523467,-5.1296133085538225
NICKY MCCRIMMON,2000,G,Spot-up Shooter,-5.084519515737056,-2.655604367907123
CINDY BROWN,1999,F,Secondary Creator/Distributor,-5.086643131598648,-2.8349272069947866
REBEKKAH BRUNSON,2017,F,Secondary Creator/Distributor,-5.091528033567865,-6.511493281594014
JIA PERKINS,2016,G,Secondary Creator/Distributor,-5.092439021081238,3.4741285376796385
LE'COE WILLINGHAM,2010,F,Roller/Cutter,-5.095984271788717,5.668658410725061
ALLISON FEASTER,2004,F,Primary On-Ball Creator,-5.101250024338732,-0.5791874389247083
DIANA TAURASI,2018,G,Primary On-Ball Creator,-5.104329835012386,3.5479835666616926
TAMECKA DIXON,1999,G,Secondary Creator/Distributor,-5.1046321524860225,-13.93197313014558
LISA LESLIE,2009,C,Perimeter-Oriented Big/Wing,-5.1055825772395504,-2.1067904201649394
MERCEDES RUSSELL,2021,C,Roller/Cutter,-5.106661906632051,-1.4564770629234922
MARIA STEPANOVA,2001,C,Interior Primary Option,-5.108351569404143,-1.5631452357187046
RUTHIE BOLTON,2000,G,Primary On-Ball Creator,-5.11209875534836,2.474463980598897
TAMERA YOUNG,2010,F,Secondary Creator/Distributor,-5.114215609997705,4.394601082190025
BROOKE WYCKOFF,2001,F,Secondary Creator/Distributor,-5.120453951796851,-4.175215830258999
ANDREA HOOVER,2015,G,Spot-up Shooter,-5.120775552611899,-24.582269005517908
ANDREA STINSON,2003,G,Primary On-Ball Creator,-5.122401094987639,-3.762297080846693
ELENA TORNIKIDOU,2000,F,Secondary Creator/Distributor,-5.133615034671814,-1.2146151623488692
