Player,Team,Age,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,AB3_FGM,AB3_FGA,AB3_FG%
SHARNEE ZOLL-NORMAN,MIN,22,0.2,0.3,50.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.5,0.0
SHAY MURPHY,WAS,24,0.5,1.1,44.4,0.0,0.1,0.0,0.1,0.6,11.1,0.0,0.2,0.0,0.0,0.3,0.0,0.4,1.3,29.4
SHERI SAM,DET,35,0.4,0.7,56.5,0.3,0.7,38.1,0.2,1.4,15.9,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.8,31.6
SHERILL BAKER,IND,26,0.5,1.4,38.9,0.1,0.5,20.0,0.3,1.1,30.8,0.0,0.2,0.0,-,-,-,0.0,0.0,0.0
SHERYL SWOOPES,SEA,38,0.9,1.3,69.2,0.5,1.0,46.7,0.7,2.1,33.3,0.1,0.4,16.7,0.0,0.2,0.0,0.5,2.0,23.6
SHYRA ELY-GASH,CHI,25,0.8,1.6,52.8,0.2,0.8,25.0,0.3,0.8,33.3,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.5,40.0
SIDNEY SPENCER,LAS,24,0.4,0.7,56.5,0.3,0.7,47.6,0.3,0.9,30.0,0.1,0.2,50.0,0.2,0.3,50.0,0.9,2.5,37.3
SOPHIA YOUNG-MALCOLM,SAN,25,2.6,4.4,59.7,1.4,2.9,46.4,2.3,5.7,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
STACEY LOVELACE,DET,34,0.9,1.6,52.8,0.1,0.5,11.1,0.3,1.0,27.3,0.1,0.2,50.0,0.2,0.4,40.0,0.5,1.2,40.9
SUE BIRD,SEA,28,1.0,1.3,75.0,0.8,1.6,49.1,2.0,4.7,42.3,0.1,0.4,28.6,0.0,0.0,0.0,1.4,4.1,34.6
SVETLANA ABROSIMOVA,CON,28,0.5,0.7,75.0,0.5,1.3,37.5,0.5,2.0,25.0,0.2,0.8,25.0,0.0,0.5,0.0,0.2,1.2,14.3
SWIN CASH,SEA,29,2.0,3.9,51.2,0.6,1.9,32.8,1.0,3.4,30.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,16.7
SYLVIA FOWLES,CHI,23,3.4,5.0,68.2,0.5,1.9,25.0,0.6,1.6,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAJ MCWILLIAMS-FRANKLIN,DET,38,3.0,4.7,64.3,0.8,1.8,46.7,1.2,3.2,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,32.0
TAMECKA DIXON,HOU,33,1.0,2.0,53.2,0.4,1.3,31.3,2.2,5.4,40.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.6,16.7
TAMERA YOUNG,ATL,22,0.7,1.6,40.7,0.5,1.4,38.3,0.8,3.0,27.3,0.1,0.2,75.0,0.0,0.0,0.0,0.3,1.2,27.8
TAMIKA CATCHINGS,IND,29,1.6,3.2,51.3,0.1,1.0,12.5,0.8,2.6,28.8,0.3,0.5,55.6,0.1,0.2,50.0,1.2,3.0,41.3
TAMIKA RAYMOND,CON,29,0.8,1.6,48.1,0.1,0.3,20.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
TAMIKA WHITMORE,CON,32,1.7,3.1,54.3,0.5,1.7,31.0,1.5,3.6,42.1,0.0,0.0,0.0,0.1,0.1,50.0,1.0,3.1,31.1
TAMMY SUTTON-BROWN,IND,31,3.6,6.1,58.7,0.3,1.2,27.5,0.4,1.4,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAN WHITE,IND,26,1.2,2.5,46.9,0.5,1.5,32.7,0.8,2.3,34.7,0.3,0.6,42.9,0.4,0.4,87.5,0.8,3.1,26.5
TANGELA SMITH,PHO,32,1.2,2.6,45.3,0.9,2.5,35.5,1.8,3.8,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.9,34.8
TANISHA WRIGHT,SEA,25,1.4,2.6,53.3,0.8,1.6,50.9,0.9,2.4,34.9,0.0,0.1,0.0,0.1,0.3,25.0,0.1,0.6,17.6
TASHA HUMPHREY,WAS,23,1.3,1.9,70.2,0.3,0.8,31.8,0.8,2.0,39.0,0.1,0.2,66.7,0.1,0.4,20.0,0.9,2.2,38.3
TEMEKA JOHNSON,PHO,26,0.5,1.3,35.5,0.2,0.6,35.7,0.8,2.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
TICHA PENICHEIRO,SAC,34,1.0,1.8,56.7,0.6,1.9,31.7,0.6,2.2,29.6,0.0,0.1,0.0,0.0,0.0,0.0,0.3,1.0,29.6
TIFFANY JACKSON,NYL,24,2.1,3.6,57.8,0.6,1.4,47.1,0.5,1.3,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINA THOMPSON,LAS,34,1.6,3.0,52.2,0.8,2.4,35.2,2.0,5.2,38.5,0.2,0.2,66.7,0.0,0.1,50.0,1.7,4.3,39.2
TULLY BEVILAQUA,IND,36,0.8,1.2,63.9,0.1,0.2,40.0,0.3,0.9,32.1,0.2,0.5,28.6,0.3,0.7,43.8,0.7,2.1,32.8
TYE'SHA FLUKER,CHI,24,0.3,0.7,47.4,0.2,0.7,33.3,0.4,1.1,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,33.3
VAL BEREZHYNSKA,SAN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-,-,-,-,-,-,0.0,1.0,0.0
VANESSA HAYDEN,LAS,27,1.3,2.4,56.3,0.6,1.7,34.0,0.3,0.8,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VICKIE JOHNSON,SAN,37,1.0,1.3,74.4,0.4,0.7,56.5,1.0,2.9,33.3,0.0,0.2,20.0,0.1,0.3,25.0,0.4,1.2,31.0
WANISHA SMITH,DET,23,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-
WILLNETT CROCKETT,PHO,24,0.4,0.6,66.7,0.0,0.4,0.0,0.2,0.6,33.3,-,-,-,0.0,0.0,0.0,-,-,-
YOLANDA GRIFFITH,IND,39,1.6,2.8,57.6,0.5,1.5,33.3,0.1,0.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YUKO OGA,PHO,26,0.2,0.2,80.0,0.0,0.2,0.0,0.7,1.7,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
